Alcoholic Beverages_kcal,Animal Products_kcal,Animal fats_kcal,"Aquatic Products, Other_kcal",Cereals - Excluding Beer_kcal,Eggs_kcal,"Fish, Seafood_kcal",Fruits - Excluding Wine_kcal,Meat_kcal,Milk - Excluding Butter_kcal,Miscellaneous_kcal,Offals_kcal,Oilcrops_kcal,Pulses_kcal,Spices_kcal,Starchy Roots_kcal,Stimulants_kcal,Sugar Crops_kcal,Sugar & Sweeteners_kcal,Treenuts_kcal,Vegetal Products_kcal,Vegetable Oils_kcal,Vegetables_kcal,Alcoholic Beverages_f,Animal Products_f,Animal fats_f,"Aquatic Products, Other_f",Cereals - Excluding Beer_f,Eggs_f,"Fish, Seafood_f",Fruits - Excluding Wine_f,Meat_f,Miscellaneous_f,Milk - Excluding Butter_f,Offals_f,Oilcrops_f,Pulses_f,Spices_f,Starchy Roots_f,Stimulants_f,Sugar Crops_f,Sugar & Sweeteners_f,Treenuts_f,Vegetal Products_f,Vegetable Oils_f,Vegetables_f,Alcoholic Beverages_p,Animal Products_p,Animal fats_p,"Aquatic Products, Other_p",Cereals - Excluding Beer_p,Eggs_p,"Fish, Seafood_p",Fruits - Excluding Wine_p,Meat_p,Milk - Excluding Butter_p,Offals_p,Oilcrops_p,Pulses_p,Spices_p,Starchy Roots_p,Stimulants_p,Sugar Crops_p,Sugar & Sweeteners_p,Treenuts_p,Vegetal Products_p,Vegetable Oils_p,Vegetables_p,Miscellaneous_p,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population,Alcoholic Beverages_kg,Animal fats_kg,Animal Products_kg,"Aquatic Products, Other_kg",Cereals - Excluding Beer_kg,Eggs_kg,"Fish, Seafood_kg",Fruits - Excluding Wine_kg,Meat_kg,Milk - Excluding Butter_kg,Miscellaneous_kg,Offals_kg,Oilcrops_kg,Pulses_kg,Spices_kg,Starchy Roots_kg,Stimulants_kg,Sugar & Sweeteners_kg,Sugar Crops_kg,Treenuts_kg,Vegetable Oils_kg,Vegetables_kg,Vegetal Products_kg,Country
1.4314,13.2061,1.5238,0.0,14.5913,0.4464,0.2309,1.7239,7.1571,3.7402,0.0,0.1077,0.7234,2.0317,0.0154,1.7854,0.1385,0.1847,6.3260000000000005,0.077,36.8016,7.2033,0.5541,0.0,24.8515,4.3627,0.0,1.1278,0.7706,0.1886,0.2528,14.292,0.0,5.1654,0.0763,1.7097,0.2528,0.008,0.1204,0.1164,0.0361,0.012,0.1766,25.1445,21.2153,0.1204,0.2807,29.0557,0.1266,0.0,12.1671,1.1831,1.3537,0.7759,18.7486,7.0053,0.6383,0.4788,4.7326,0.022000000000000002,0.8640000000000001,0.6879,0.022000000000000002,0.0165,0.066,20.9443,0.022000000000000002,0.8089,0.0,22.3,2.5,4.46016514645063,0.108602912016316,3.97946858534927,0.37209364908503795,211812000.0,4.3629,0.2803,17.347,0.0,8.4292,0.5042,0.5899,6.0936,6.4784,9.3416,0.0006,0.1512,0.7093,0.9254,0.0071,3.3959,0.3024,2.7755,1.0111,0.0513,1.2823,3.307,32.6537,Brazil
3.6782,12.29,2.458,0.0,17.930999999999997,0.5836,0.2829,1.7683,4.3148,4.3855,0.0884,0.2653,0.6366,0.3537,1.2202,0.9019,0.2122,0.0,4.6508,0.1415,37.7188,5.252000000000001,0.8665,0.0,27.1456,8.0274,0.0,1.8485,1.2201,0.3404,0.2723,9.3523,0.0262,7.9698,0.2356,1.6547,0.0471,0.6179,0.0367,0.1885,0.0,0.0,0.3404,22.8518,17.5787,0.2461,0.6659,24.988000000000003,0.24,0.012,17.5666,1.6079,1.3379,0.7499,11.6331,8.7833,1.3739,0.7619,0.7859,1.6319,0.6959,0.588,0.0,0.0,0.132,25.011999999999997,0.024,1.3139,0.096,27.4,3.5999999046325684,3.2272556662335803,0.134416053125451,2.7889562581204,0.303883354987729,6927000.0,7.0834,0.2488,17.2483,0.0103,8.875,0.5924,0.4845,3.9812,4.0073,11.5992,0.2254,0.3058,0.345,0.1512,0.6048,1.8576,0.2818,2.3627,0.0,0.0797,0.7085,6.2037,32.7435,Bulgaria
2.5188,2.7946,0.1287,0.0,31.6051,0.1471,0.2574,0.1471,1.1583,1.0112,0.0368,0.0919,3.6771,2.4269,0.0552,0.478,0.0184,0.0,1.765,0.0735,47.1962,4.2103,0.2022,0.0,7.2367,0.5981,0.0,10.5524,0.4061,0.3692,0.0443,3.5741,0.0148,2.1636,0.1255,11.9406,0.5391,0.096,0.0369,0.0222,0.0,0.0,0.2658,42.7706,19.1774,0.0665,1.3659999999999999,7.1846,0.0066,0.0,29.1784,0.4466,1.4842,0.0591,2.975,1.7666,0.5057,5.7595,5.6019,0.0657,0.2496,0.0328,0.0,0.0,0.0854,42.8121,0.0,0.3809,0.0394,4.5,20.0,0.053709993780797,0.000641056307707028,0.0480313830550639,0.00503755441802612,20903000.0,15.3706,0.0231,4.6611,0.0,21.2005,0.2406,0.7077,0.6596,1.2029,2.3195,0.1373,0.1664,1.8664,1.4294,0.0321,0.9723,0.0211,1.1287,0.0,0.0712,0.9503,1.5036,45.3359,Burkina Faso
1.2525,8.5288,1.0537,0.0,23.8171,0.33799999999999997,0.3976,1.4513,3.4394,3.2207,0.4374,0.0795,0.4374,2.2068,0.49700000000000005,1.8887,0.1789,0.0,3.6183,0.0596,41.4712,4.493,1.1332,0.0,21.9578,4.2923,0.0,5.1318,0.8468,0.5256,0.1898,9.9204,0.1679,6.2851,0.0803,1.4819,0.4526,0.9709,0.0949,0.4161,0.0,0.0,0.1752,28.0385,18.6656,0.3066,0.3173,18.5332,0.0649,0.0072,20.5668,1.0024,2.3004,0.649,8.4734,6.3172,0.3678,0.3534,5.2138,0.6707,1.0673,0.2885,0.0,0.0,0.0505,31.4704,0.0361,1.6875,0.5625,10.6,12.600000381469727,2.5863309352518,0.0242805755395683,2.4611510791366897,0.10089928057553998,556000.0,3.9814,0.0363,9.7559,0.0029,14.7961,0.4602,1.0598,4.6402,3.0725,5.0192,1.119,0.105,0.5394,1.139,0.2731,3.843,0.1671,2.1396,0.0,0.0258,0.9471,6.6338,40.2437,Cabo Verde
1.4153,4.0437,0.1011,0.0,33.0166,0.1011,1.7792,0.647,1.7792,0.2022,0.182,0.0809,1.8601,0.93,0.1415,1.6983,0.0404,0.1415,4.1852,0.0404,45.9361,1.3142,0.3639,0.0,18.851,0.8839,0.0,9.4179,0.5639,4.8461,0.2438,11.7799,0.1372,0.6248,0.1372,8.2902,0.2743,0.5029,0.3657,0.061,0.0762,0.0,0.3048,31.149,11.2313,0.2591,0.4817,14.6494,0.0153,0.0,25.843000000000004,0.2982,10.2607,0.2982,3.2571,0.3441,0.474,4.5722,2.2173,0.1988,0.5046,0.0535,0.0153,0.0,0.0382,35.3544,0.0,0.8946,0.2294,3.5,16.399999618530273,0.0030586565141640302,0.0,0.00292959927727947,0.000129057236884558,15497000.0,4.5783,0.0377,6.08,0.0,24.8906,0.131,4.2369,2.3184,1.2247,0.3285,0.4853,0.1211,0.79,0.4903,0.0784,3.0519,0.126,2.9923,0.8367,0.0238,0.2511,3.0072,43.9195,Cambodia
1.5263,2.1669,0.1507,0.0,20.5201,0.0188,0.5464,3.5048,0.9987,0.4145,0.0565,0.0565,2.3931,3.5613,0.6595,8.1213,0.0377,0.0,1.6017,0.3203,47.8236,4.1455,1.3755,0.0,6.3264,0.7838,0.0,6.9796,0.0746,0.9051,0.7931,3.3685,0.027999999999999997,1.1197,0.084,9.7509,0.8491,0.7465,0.5319,0.1213,0.0,0.0,0.1026,43.6689,23.2155,0.5505,0.5688,8.1066,0.0144,0.0,19.7696,0.07200000000000001,3.4197,1.5119,3.4845,0.8063,0.3168,3.8301,8.9777,0.8567,3.3261,0.1008,0.0,0.0,0.3168,41.8934,0.0072,2.5414,0.0792,9.5,9.899999618530273,0.11803143093465698,0.00178208887886307,0.11091435446274199,0.00533498759305211,26598000.0,5.156000000000001,0.0146,2.9330000000000003,0.0,10.3112,0.0256,1.3206,7.2151,0.8759999999999999,0.6289,0.0717,0.0673,0.8658,1.4734,0.28300000000000003,11.3883,0.0234,0.6479,0.0,0.1324,0.6398,8.859,47.067,Cameroon
1.5748,12.6986,3.9656,0.0,13.0279,0.7731,0.5297,1.8182,4.796,2.6199,0.2577,0.0143,1.3171,1.5748,0.1432,1.5175,0.2434,0.0,6.199,0.5870000000000001,37.2942,7.9599,1.088,0.0,23.1663,9.7895,0.0,1.544,1.2437,0.4244,0.4244,7.8211,0.062,3.8812,0.0065,2.36,0.1991,0.0979,0.0588,0.1795,0.0,0.0,1.2109999999999999,26.8353,20.4733,0.222,0.3458,25.1828,0.6868,0.0049,12.9249,2.0553,2.8755,0.6868,13.7253,5.7905,0.0445,2.416,3.7451,0.1532,1.3785,0.6374,0.0,0.0099,0.5534,24.8172,0.084,1.5909,0.2915,31.3,2.5,2.10996072270228,0.0542026708562451,1.9098481277821397,0.002356585493584708,38190000.0,4.8441,0.8084,16.0365,0.006,6.4236,0.7668,1.2148,5.0692,4.4707,8.7596,0.6071,0.0097,0.4334,0.6304,0.0574,3.4939999999999998,0.4053,5.0237,0.0,0.1439,1.3441,5.4961,33.9551,Canada
0.5402,7.3927,0.7393,0.0,8.9565,0.0569,0.4265,1.905,4.9758,0.8814,0.0284,0.3412,2.3031,2.2747,0.0,19.6759,0.0853,0.0,1.706,0.0,42.5931,4.8052,0.3128,0.0,18.5453,2.8767,0.0,2.7645,0.1122,0.5509,0.4998,12.9144,0.0102,1.7342,0.3468,7.0183,0.4794,0.0102,1.0609,0.0408,0.0,0.0,0.0,31.4598,19.4838,0.0918,0.2045,21.8538,0.0969,0.0,8.8276,0.1507,2.4330000000000003,1.0012,15.3192,1.6363,2.2069,3.6064,5.5765,0.0108,7.7726,0.3876,0.0,0.0431,0.0,28.1516,0.0,0.6890000000000001,0.0323,6.3,59.599998474121094,0.103291925465839,0.0013043478260869599,0.10113871635610801,0.000848861283643892,4830000.0,1.7435,0.1228,6.9032,0.0,3.8844,0.051,0.8041,4.5543,3.7346,1.7581,0.0614,0.4338,0.6970000000000001,0.8936,0.0031,27.7128,0.2008,0.7022,0.0,0.0,0.7240000000000001,1.9214,43.0942,Central African Republic
0.1436,6.9411,0.7659,0.0,27.8124,0.0239,0.4787,0.3112,3.0158,2.0345,0.0239,0.5984,5.5529,2.0345,0.0,3.1833,0.0,0.0,2.0823,0.0,43.0828,1.8191,0.0957,0.0,16.8564,3.1261,0.0,7.986000000000001,0.0701,0.648,0.0701,7.8546,0.0088,4.4308,0.7268,16.7863,0.5342,0.0,0.1926,0.0263,0.0,0.0,0.0,33.1436,7.5131,0.0263,0.0567,15.4353,0.0425,0.0,22.6744,0.0709,2.2689,0.0993,7.4872,2.7723,2.8006,6.6931,3.7365,0.0,1.1132,0.0142,0.0,0.0,0.0,34.5576,0.0,0.1631,0.0142,4.8,37.5,0.0205783018308941,0.0007406529596492269,0.0168809622563252,0.0029566866149197102,16877000.0,0.8297,0.2023,12.2804,0.0,21.6017,0.0495,1.0451,1.0669,3.8543,5.9037,0.064,1.2256,3.0304,1.4133,0.0,6.9910000000000005,0.0087,1.3449,0.0,0.0,0.4556,0.9141,37.7189,Chad
1.5942,12.3547,1.3783,0.0,19.5782,0.631,0.3985,1.2786,7.4228,2.4909,0.083,0.0332,0.3819,0.5812,0.0332,2.1421,0.1827,0.0,7.6387,0.2325,37.6453,2.823,1.0959999999999999,0.0,32.5206,5.2608,0.0,3.1847,1.4085,0.5204,0.4186,20.2172,0.0339,5.0798,0.0396,1.1596,0.2093,0.0283,0.18100000000000002,0.4356,0.0,0.0,0.7241,17.4737,10.844000000000001,0.2602,0.2314,25.6899,0.1016,0.0,17.7775,1.6141,2.0374,0.4966,16.5077,5.226,0.1919,0.4571,1.3996,0.0282,1.8285,0.316,0.0,0.0,0.2653,24.3185,0.0169,1.4222,0.0734,28.8,2.700000047683716,3.84222907036466,0.0970467385721623,3.62619414483821,0.006360297894196199,19470000.0,4.968999999999999,0.1782,15.0394,0.0155,10.8579,0.7757,0.8711,3.9109,6.1492,6.9966,0.3024,0.0525,0.2588,0.2677,0.0133,4.7183,0.1353,3.5582,0.0,0.11900000000000001,0.5435,5.3092,34.9584,Chile
1.2768,16.1844,1.1773,0.0209,17.3827,1.2349,1.2872,1.2924,9.8896,1.889,0.5128,0.6698,1.0518,0.1727,0.0837,1.4023,0.4762,0.0052,3.3436,0.7797,33.8235,3.5791,2.4645,0.0,31.0465,3.4468,0.0097,2.5989,2.3066,0.9817,0.2344,21.6062,0.1517,2.2156,0.4784,1.8351,0.0234,0.0676,0.0565,0.9362,0.0,0.0179,1.7979,18.9535,10.659,0.5763,0.1648,30.6446,0.0471,0.0515,10.8868,2.7059,5.9326,0.43700000000000006,16.3074,2.4705,3.1282,1.7892,0.3149,0.0765,0.5253,0.387,0.0015,0.0088,0.6092,19.3546,0.0059,3.6829,0.4679,6.6,8.5,0.0071555243388941,0.00034384281064044503,0.0066851827422569395,0.00012649878599671298,1402385000.0,2.3224,0.0866,13.424000000000001,0.0542,8.9298,1.2059,3.3435,4.2451,6.0732,1.7962,1.3773,0.8643,0.4401,0.0704,0.0364,1.9016,0.1781,3.1065,0.0253,0.2665,0.579,13.099,36.5744,China
0.9856,8.8544,0.4363,0.0,15.3337,0.7433,0.2424,4.6857,4.0717,3.2477,0.0485,0.1293,0.3393,0.8240000000000001,0.0808,2.7953,0.0969,0.0162,9.5492,0.1777,41.1375,5.5906,0.614,0.0,21.4008,1.7819,0.0,1.7347,1.7819,0.3717,1.2273,11.3996,0.0177,5.9535,0.11800000000000001,0.9854,0.1652,0.1239,0.2832,0.2655,0.0,0.0,0.5251,28.5992,23.0824,0.1829,0.2626,25.6945,0.0346,0.0,15.038,2.3981,1.4444,2.1493,12.4395,8.4243,0.9468,0.6496,2.3497,0.1106,1.8037,0.1313,0.0138,0.4699,0.2211,24.3124,0.0346,0.9883,0.0829,22.1,4.800000190734863,4.35079483860529,0.112638540571151,4.090144405792411,0.14801189224172798,49444000.0,3.1032,0.0814,12.821,0.0,8.1055,0.8132,0.4552,11.3276,3.554,7.7443,0.0776,0.1729,0.2276,0.3503,0.0343,5.0309,0.0057,4.7518,0.027999999999999997,0.0947,0.9454,3.0981,37.1774,Colombia
1.6241,4.9805,0.065,0.0,12.6462,0.0433,1.1693,1.8839,3.1832,0.2815,0.1083,0.2382,1.2343,0.6063,0.0,17.7783,0.1299,0.0,3.5513,0.0,45.0195,4.699,0.7579,0.0,12.9993,0.33899999999999997,0.0,2.7016,0.1377,1.854,0.8370000000000001,9.6514,0.053,0.6779999999999999,0.33899999999999997,5.0429,0.1483,0.0106,1.0806,0.5191,0.0,0.0,0.0212,36.9954,26.0091,0.5827,0.7335,23.8551,0.0089,0.0,13.2021,0.1431,7.898,0.9034,13.5599,0.5725,1.6726,1.7531,1.61,0.0089,4.9732,0.0716,0.0,0.0,0.0089,26.1449,0.0179,2.7102,0.1521,8.4,40.29999923706055,0.5716745197535339,0.0145161290322581,0.379720913374411,0.17743747734686496,5518000.0,4.9612,0.0122,6.1258,0.0,6.2564,0.0457,2.3945,4.0015,3.2735,0.0963,0.17300000000000001,0.3044,0.3632,0.2408,0.0033,23.2457,0.0171,1.3907,0.0,0.0016,0.67,2.552,43.8709,Congo
1.2109999999999999,11.347000000000001,1.9741,0.0,14.499,0.6304,0.7299,2.2230000000000003,3.0358,4.8938,0.0664,0.0829,0.5309,1.775,0.0829,0.8129,0.2488,0.0,8.4107,0.1327,38.6695,7.9297,0.7133,0.0,20.5571,6.1,0.0,1.6733,1.1492,0.9286,0.57,5.6449,0.0138,6.67,0.0552,1.0389,0.2436,0.0414,0.0506,0.4045,0.0,0.0138,0.354,29.4475,24.8736,0.1701,0.0739,28.0821,0.0739,0.0,12.6794,1.7744,3.5672,0.8441,10.3814,11.7861,0.499,1.4602,4.2943,0.1047,0.6099,0.5545,0.0,0.0123,0.1417,21.921,0.0062,1.0351,0.0986,25.7,4.800000190734863,3.8434357268636297,0.0522793973782039,3.05578164742712,0.7353746820583059,5111000.0,1.6982,0.1529,18.677,0.0007,8.6611,0.7582,1.3317,9.5203,3.8631,12.4535,0.0274,0.1161,0.2914,0.8354,0.0433,1.5676,0.3181,3.9006,0.0,0.0397,1.4363,2.9837,31.3238,Costa Rica
0.4579,2.1612,0.0549,0.0,18.8278,0.1282,0.6409999999999999,2.5458,0.8791,0.2747,0.0183,0.1832,1.2088,0.3846,0.2564,15.5495,0.5311,0.0,1.63,0.8425,47.8388,4.9451,0.6409999999999999,0.0,5.3253,0.2726,0.0,4.9709,0.4271,1.2268,0.5271,2.5809,0.0091,0.5634,0.2545,4.8891,0.1,0.6089,1.2359,1.9357,0.0,0.0,2.3355,44.6747,27.7354,0.3272,0.1859,11.5833,0.0,0.0,20.0997,0.49,4.5708,1.0983,4.4187,0.6506,1.4447,2.2727,1.1406,0.4309,9.4627,1.4109,0.0,0.0,0.997,38.4167,0.0084,1.2842,0.0338,9.0,19.0,0.112958930276982,0.0006189111747851,0.10610506208213902,0.00623495702005731,26175000.0,1.4487,0.0132,2.9144,0.0,11.4585,0.1587,1.3914,4.8741,0.9586,0.1285,0.0163,0.2648,0.6055,0.1727,0.1247,23.308000000000003,0.0759,0.7859,0.0,0.5443,0.8656,2.8098,47.0806,Cote d'Ivoire
2.7404,14.6911,2.4809,0.0,14.2695,0.5027,0.6,1.508,5.4484,5.3997,0.0,0.2594,0.7297,0.1135,0.0649,1.1351,1.2162,0.0,7.4753,0.2757,35.317,3.843,1.9296,0.0,29.3768,7.4457,0.0,2.9565,0.9476,0.5633,0.2577,11.4896,0.0,8.7951,0.131,1.8123,0.0175,0.0655,0.0393,2.6726,0.0,0.0,0.6987,20.6254,11.7123,0.39299999999999996,0.642,29.7692,0.1162,0.0,13.4872,1.3061,3.1767,0.5811,12.7677,11.4561,0.9408,0.5866,0.2601,0.0775,0.8966,0.9242,0.0,0.0387,0.249,20.2335,0.0221,2.4683,0.0,27.1,2.5,5.84890547263682,0.127960199004975,5.6487064676616905,0.0722388059701493,4020000.0,4.9846,0.2296,17.311,0.0005,5.7726,0.3955,0.9196,3.4094,3.6945,11.8824,0.0,0.1889,0.3494,0.0373,0.0236,1.8078,0.2458,3.088,0.0,0.0761,0.3808,12.5188,32.6838,Croatia
0.9825,7.6111,0.6159,0.0,19.607,0.4693,0.1466,3.2116,4.2968,1.9651,0.0293,0.1027,0.8506,2.5957,0.0147,3.4609,0.0587,0.0,7.5964,0.0,42.3962,2.713,1.2758,0.0,25.9025,3.2213,0.0,4.4779,1.4788,0.2638,0.6179,16.0233,0.0139,4.7695,0.1458,2.6937,0.6248,0.0417,0.3749,0.1458,0.0,0.0,0.0069,24.0975,14.5446,0.5554,0.1187,18.4193,0.0057,0.0,17.5712,1.3795,0.8706,1.1703,11.1771,4.3024,0.6841,2.6063,6.5242,0.0283,1.2438,0.1753,0.0,0.0,0.0,31.5807,0.0,2.1088,0.0339,26.7,2.5,0.28376030493750604,0.0020654197322932397,0.230821735661732,0.0508731495434802,11281000.0,2.0589,0.1202,10.0096,0.0,9.9309,0.5263,0.3368,9.0347,3.2837,5.5971,0.0787,0.1456,0.5346,1.1336,0.0089,5.1555,0.0657,3.1617,0.0,0.0006,0.4535,8.374,39.9895,Cuba
1.6826,12.8681,0.7075,0.0,15.392000000000001,0.5927,0.8604,1.9312,5.9847,4.5698,0.631,0.1338,1.0134,0.5354,0.0765,0.9943,1.0325,0.0,4.4933,0.4015,37.1511,7.4379,1.5105,0.0,20.9578,1.8698,0.0,3.4616,1.0044,0.7309,0.3632,10.5506,0.1614,6.6945,0.1031,2.1164,0.0628,0.0538,0.0404,1.9236,0.0,0.0,0.8609,29.0467,19.7381,0.2601,0.2117,28.43,0.0436,0.0,13.695,1.4698,4.2661,0.8657,14.6478,7.3613,0.6352,1.1335,1.1335,0.081,0.5418,0.6415,0.0,0.0062,0.4048,21.5669,0.0125,2.1548,0.6975,22.6,5.599999904632568,2.62170671085336,0.0174813587406794,0.170422535211268,2.43380281690141,1207000.0,3.4447,0.0277,16.1736,0.0015,7.0646,0.5746,1.8209,6.1979999999999995,5.3167,8.2744,1.4858,0.1584,0.4089,0.21100000000000002,0.0307,1.7705,0.2387,4.2194,0.0,0.1781,1.1937,7.3888,33.8191,Cyprus
4.8993,14.0415,3.8156,0.0,11.4011,0.5037,0.29,1.2821,5.0366,4.2735,0.1068,0.1068,0.2442,0.29,0.0763,1.7705,0.5037,0.0,6.1661,0.1984,35.9737,8.1197,0.9005,0.0,25.1685,9.7011,0.0,1.1998,0.8222,0.3,0.187,8.6212,0.0212,5.6463,0.0776,0.4941,0.0353,0.0635,0.0565,0.9563,0.0,0.0,0.4164,24.8333,21.2267,0.1729,1.1737,30.7412,0.3469,0.0,12.3208,1.4801,1.5611,0.5608,14.7375,11.9392,0.6765,0.3238,0.7227,0.0925,1.5842,0.5666,0.0,0.0173,0.2024,19.2588,0.0578,1.4801,0.1561,28.5,2.5,9.612840612168721,0.15984509145203402,8.55532848077641,0.8976670399402759,10716000.0,9.8498,0.8945,17.8065,0.0006,5.6937,0.4964,0.5355,3.3962,4.7618,10.982999999999999,0.1099,0.134,0.0949,0.1139,0.0316,3.3991,0.134,3.8081,0.0,0.0477,0.9854,4.5289,32.1944,Czechia
2.4239,17.7505,5.0547,0.0,13.3757,0.9607,0.9459,1.5814,5.0103,5.439,0.0,0.3252,0.3104,0.1035,0.1921,1.6553,0.8868,0.0,7.1386,0.5025,32.2643,2.9116,1.1676,0.0,35.4131,14.2498,0.0,1.4741,1.7484,1.1313,0.5257,9.2408,0.0,8.8142,0.2285,0.7161,0.0152,0.1752,0.0533,1.6874,0.0,0.0,1.1846,14.585,8.4752,0.2819,0.3937,32.3912,0.4246,0.0,12.04,2.3133,3.7288,0.5485,12.5265,12.009,1.3889,0.3185,0.1902,0.1902,0.9731,0.9245,0.0,0.0044,0.4423,17.6088,0.0575,1.526,0.0,21.3,2.5,3.4632183908046,0.0380168124892777,3.3073597529593397,0.117841825355979,5829000.0,4.8866,1.2415,23.2141,0.001,6.7226,0.8206,1.1797,3.1098,3.6804,15.9557,0.0,0.3347,0.1185,0.0369,0.0774,3.1113,0.4069,2.8728,0.0,0.1138,0.0915,5.2431,26.7812,Denmark
0.1306,3.7127,0.2799,0.0,27.8918,0.0746,0.1493,0.7836,1.4925,1.5858,0.2799,0.1306,0.1119,2.3881,0.2052,0.5597,0.2052,0.0,6.1754,0.0933,46.2873,6.25,1.2127,0.0,11.1065,1.3966,0.0,4.3977,0.2494,0.29100000000000004,0.1247,5.121,0.1413,3.8573,0.1912,0.4323,0.557,0.3159,0.0333,0.5653,0.0,0.0,0.4157,38.8977,31.449,0.4572,0.0225,9.6191,0.0225,0.0,29.5547,0.2399,0.8097,0.3674,4.3035,3.4863,0.7647,0.2549,6.2828,0.2699,0.5248,0.1949,0.0,0.0,0.105,40.3809,0.0075,2.4142,0.3749,12.2,18.899999618530273,0.601315789473684,0.00637651821862348,0.592307692307692,0.00263157894736842,988000.0,0.3778,0.0579,5.5215,0.0,20.2702,0.1275,0.4276,3.2735,1.7428,2.9085,1.1831,0.2572,0.0568,1.5724,0.1506,1.8633,0.1309,4.2005,0.0,0.0406,1.6153,9.7637,44.4582,Djibouti
1.4266,10.9375,0.9341,0.0,11.3791,0.1529,1.036,5.8254,4.7724,3.9062,0.2548,0.1359,1.4266,0.7133,0.4755,5.9783,0.5944,0.0,6.9633,0.017,39.0625,2.9721,1.036,0.0,26.925,3.8063,0.0,1.4913,0.3619,1.6536,1.1856,13.7339,0.1123,7.232,0.1373,4.8172,0.1373,0.46799999999999997,0.4867,1.7846,0.0,0.0,0.0312,23.0812,12.3237,0.2309,0.038,27.2601,0.0634,0.0,11.2385,0.4245,5.4165,2.9142,12.2648,8.3434,0.7475,0.7095,1.7738,0.4371,3.2626,0.6018,0.0,0.0,0.0063,22.7431,0.0127,1.4634,0.2787,28.2,6.199999809265137,0.168055555555556,0.0,0.152777777777778,0.0152777777777778,72000.0,0.941,0.0319,8.9011,0.0,3.4014,0.1244,1.4188,19.3028,2.782,4.4217,0.6745,0.1219,1.1058,0.2255,0.1512,6.8477,0.2553,3.1738,0.0,0.0035,0.3797,4.6371,41.0989,Dominica
1.589,8.6782,0.7508,0.0,13.3054,0.6286,0.2968,7.421,3.7716,2.9859,0.1921,0.2445,1.1524,1.5017,0.0524,1.3794,0.1746,0.0,5.412999999999999,0.0349,41.3305,8.521,0.5762,0.0,15.2779,2.2261,0.0,1.4528,1.1248,0.2484,3.6133,7.3718,0.0422,4.1194,0.1875,2.9103,0.1921,0.0609,0.0797,0.2906,0.0,0.0,0.0703,34.7221,25.8881,0.1218,0.4784,25.6914,0.0224,0.0,13.1111,2.0631,2.0182,3.5207,12.9167,7.1386,1.5324,0.7774,3.7823,0.0747,0.8073,0.4111,0.0,0.0,0.0374,24.3086,0.0,0.9643,0.3438,26.9,9.5,2.11569523809524,0.0266761904761905,1.57770476190476,0.511314285714286,10500000.0,3.21,0.1122,11.2417,0.0006,6.9232,0.6445,0.6059,18.4431,3.5009,6.1202,0.0906,0.2567,1.1395,0.5881,0.026000000000000002,2.0198,0.142,2.1332,0.0,0.0108,1.2948,2.7385,38.7577,Dominican Republic
0.9275,9.7391,1.4879,0.0,23.4396,0.5411,0.2512,2.5894,3.9227,3.4203,0.0966,0.1353,0.3671,0.3285,0.0386,1.0242,0.0773,0.0,3.6908,0.0386,40.2319,7.1884,0.4638,0.0,20.9283,4.7198,0.0,3.6672,1.0246,0.2519,0.4367,8.7453,0.027999999999999997,6.0803,0.1008,0.8566,0.0616,0.0392,0.084,0.1848,0.0,0.0,0.0784,29.0745,23.5541,0.084,0.0,22.7577,0.0988,0.0076,22.6665,1.6038,1.6494,1.1022,11.09,7.3579,0.9425,0.6385,0.8893,0.0532,0.8665,0.0532,0.0,0.0,0.0304,27.2423,0.0152,0.7753,0.1596,19.3,7.900000095367432,1.46830563645708,0.0856832847924162,1.19818399862943,0.184438353035235,17511000.0,3.2929,0.1277,15.3469,0.0328,14.9132,0.6902,0.6893,8.039,4.0115,9.5745,0.1526,0.22,0.1765,0.157,0.0177,2.2701,0.0071,1.7369999999999999,0.0,0.016,1.3777,2.4981,34.6522,Ecuador
0.0301,4.1999,0.5269,0.0,32.2144,0.1957,0.6322,2.5591,1.6408,0.9935,0.0151,0.2107,0.7828,0.6624,0.1204,1.2645,0.0452,0.3462,4.0644,0.0602,45.7926,2.0623,1.5806,0.0,15.9979,3.4231,0.0,13.4988,0.8448,1.32,0.7216,6.4678,0.0088,3.6343,0.2992,4.4615,0.1584,0.2376,0.1936,0.0792,0.0704,0.0,0.2992,34.0109,13.6132,0.66,0.0052,12.4994,0.0467,0.0,30.3504,0.5243,3.4934,1.0849,5.1077,2.0919,1.2302,0.5969,1.6818,0.2128,0.6696,0.2024,0.1298,0.0,0.0467,37.5032,0.0052,2.4916,0.026000000000000002,31.1,4.5,0.16775889606460098,0.00952749422140214,0.131002053510312,0.0272293483328869,100803000.0,0.0722,0.0896,6.7374,0.0,17.5311,0.2307,1.5844,6.9387,1.7583,2.7568,0.0187,0.317,0.6541,0.3063,0.0655,2.6919,0.0863,1.7984,2.0338,0.0268,0.3839,10.6559,43.2622,Egypt
