Alcoholic Beverages_kg,Animal fats_kg,Animal Products_kg,"Aquatic Products, Other_kg",Cereals - Excluding Beer_kg,Eggs_kg,"Fish, Seafood_kg",Fruits - Excluding Wine_kg,Meat_kg,Milk - Excluding Butter_kg,Miscellaneous_kg,Offals_kg,Oilcrops_kg,Pulses_kg,Spices_kg,Starchy Roots_kg,Stimulants_kg,Sugar & Sweeteners_kg,Sugar Crops_kg,Treenuts_kg,Vegetable Oils_kg,Vegetables_kg,Vegetal Products_kg,Country,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population
6.7533,1.0595,20.0268,0.0007,7.5908,0.8885,0.4113,3.0852,5.2042,12.4568,0.0039,0.0052,0.0679,0.1906,0.1802,3.0460000000000003,0.1031,2.5433,0.0,0.0183,0.7214,5.6788,29.9644,Hungary,28.6,2.5,3.84073922391727,0.13336746186137,2.84579707177229,0.8615746902836079,9767000.0
4.7545,0.9461,23.97,0.0025,4.1196,0.5557,4.6117,4.8405,4.6269,13.0028,1.4022,0.2232,0.1759,0.0376,0.0676,1.9909,0.4626,3.9472,0.0,0.0752,0.4667,3.6874,26.0331,Iceland,23.1,2.5,1.6361413043478301,0.0078804347826087,1.61929347826087,0.00896739130434783,368000.0
0.1959,0.0028,11.3357,0.0,17.3821,0.3061,0.6499,5.4333,0.35600000000000004,9.9889,0.0,0.0311,0.728,1.5709,0.3268,2.7906,0.0753,1.7471,0.0,0.1526,0.7487,7.5213,38.6568,India,3.8,14.5,0.7732564102564101,0.0110703521177059,0.7515606742375541,0.0106253839011499,1400100000.0
0.0794,0.0309,6.2575,0.0009,24.3918,0.4911,3.9386,5.5134,1.0316,0.5943,0.0026,0.1702,2.2113,0.0988,0.1508,4.6343,0.0406,1.8481,0.0,0.0564,0.8579,3.8558,43.7438,Indonesia,6.9,8.300000190734863,0.42209988260794395,0.0115526295452622,0.345619877897541,0.0649273751651401,271739000.0
0.0007,0.5369,7.9295,0.002,14.0141,0.4916,0.7813,7.9235,2.3965,3.5808,0.0007,0.1405,0.054000000000000006,0.4729,0.0559,3.2877,0.1299,2.198,0.0,0.6421,0.7706,12.5207,42.0701,Iran (Islamic Republic of),25.5,4.900000095367432,1.73424836601307,0.0694141414141414,1.4823220439691,0.18251218062982802,84150000.0
0.1915,0.0423,6.2809,0.0,24.0855,1.2467,0.445,6.4975,2.5171,1.9902,0.3975,0.0396,0.3037,0.4807,0.0304,1.0842,0.1783,3.3755,0.0,0.1268,2.0139,4.9563,43.7165,Iraq,27.4,29.0,1.57939836375079,0.0330044052863436,1.5082869729389599,0.0381069855254877,39725000.0
7.5703,0.871,18.5712,0.0005,6.3057,0.4653,1.1942,3.3996,4.0102,11.9469,0.2951,0.0831,0.1733,0.1325,0.0362,3.5362,0.1855,4.0147,0.0,0.0836,0.7497,4.9510000000000005,31.4242,Ireland,26.9,2.5,4.0485308814711205,0.0734359384369378,0.466999800119928,3.5080951429142497,5003000.0
1.2876,0.1026,18.7463,0.0017,7.6277,0.5664,1.4696,6.3746,5.5003,10.9066,0.2602,0.2007,0.5233,0.364,0.0278,1.9975,0.2619,1.7747,0.0,0.2262,1.6743,8.8586,31.2472,Israel,26.7,2.5,7.43905164930556,0.0550238715277778,6.60963541666667,0.7743923611111109,9216000.0
3.1892,0.2834,19.0329,0.0005,8.5417,0.6247,1.5816,6.0207,4.2963,12.1258,0.0403,0.1194,0.1836,0.2781,0.0064,1.9043,0.2946,1.7175,0.0,0.423,1.4224,6.9463,30.9671,Italy,22.9,2.5,4.353685153244,0.150927093007828,3.4945286586174906,0.708229401618681,60296000.0
2.4636,0.2074,11.9958,0.0074,8.5031,0.1457,1.8692,8.0661,4.3372,5.2170000000000005,0.6952,0.2111,0.9990000000000001,0.2177,0.3752,4.5837,0.1677,4.6889,0.0,0.011000000000000001,0.7584,6.4772,38.0023,Jamaica,24.4,8.0,0.599537201851193,0.0127091491634033,0.43520825916696293,0.151619793520826,2809000.0
4.044,0.0751,15.3194,0.1088,12.1692,1.696,3.9283,2.8618,4.2599,5.063,0.2962,0.1883,0.7737,0.1287,0.1036,2.2072,0.3731,2.2055,0.228,0.0812,1.3445,7.8669,34.6776,Japan,4.4,2.5,0.32082053236165003,0.00505926155262886,0.284769820667318,0.0309914501417038,125967000.0
0.0846,0.1162,9.3186,0.0,14.138,0.3344,0.5985,4.6624,3.8651,4.2637,0.3579,0.1397,0.728,0.6393,0.0469,2.1431,0.3742,4.7276,0.0,0.1652,1.9861,10.6308,40.6798,Jordan,33.4,12.199999809265137,3.12627586852702,0.0409120704185785,2.9917595280457,0.09360427006274,10679000.0
2.1919,0.3611,19.1598,0.0,6.5119,0.4584,0.2393,3.2145,3.4501,14.3591,0.2967,0.2914,0.1154,0.0255,0.0106,5.4755,0.1319,1.456,0.0,0.0845,1.1215,10.2055,30.8394,Kazakhstan,21.3,2.5,1.2994020926756398,0.0166506512919069,1.1377642536835402,0.14498718770019198,18732000.0
1.9664,0.1175,11.4394,0.0,15.1221,0.1447,0.4329,4.6941,1.7336,8.7987,0.025,0.21100000000000002,0.2686,1.751,0.0174,7.5828,0.223,1.8098,0.0,0.0892,0.6689,4.345,38.5589,Kenya,6.0,29.399999618530273,0.189975340008967,0.00331788970258556,0.15749140636676098,0.0291660439396204,53528000.0
4.8669,0.2553,11.8174,1.6794,11.7286,0.6414,3.4396,3.6993,4.4239,1.1394,0.0,0.2378,0.5632,0.07200000000000001,0.0288,0.9799,0.0945,2.4835,0.0006,0.1664,1.1663,12.3349,38.181,"Korea, South",4.9,2.5,0.156227187578455,0.00284081033583747,0.13685521716459698,0.0165311600780209,51781000.0
0.0044,0.0022,10.7213,0.0022,11.4132,1.3306,0.8343,5.3058,4.877,3.4788,0.8554,0.1969,0.2783,0.4353,0.20199999999999999,3.2296,0.2696,2.9163,0.0276,0.1512,1.1976,12.9953,39.275,Kuwait,37.0,2.799999952316284,3.6247282029418,0.0205499893412918,3.4340865487102996,0.170091664890215,4691000.0
0.6313,0.191,15.4588,0.0,10.1059,0.2653,0.07,2.2846,1.8707,12.8008,0.2076,0.2604,0.0098,0.3439,0.0197,5.8068,0.0608,3.2495,0.0,0.1449,0.355,11.3219,34.5412,Kyrgyzstan,15.4,7.099999904632568,1.28892932969366,0.0215802244464665,1.23660903851987,0.0307400667273279,6594000.0
0.7883,0.0979,3.6579,0.0006,16.3943,0.1063,1.4213,8.8158,1.7111,0.1632,0.3404,0.1581,0.3584,0.1485,0.1317,3.4835,0.9869,1.1101,1.9254,0.0028,0.2149,11.640999999999998,46.3416,Lao People's Democratic Republic,4.5,16.5,0.0006213753106876549,0.0,0.000566141949737642,5.523336095001379e-05,7242000.0
5.4573,1.1805,18.8216,0.0005,6.3952,0.6645,1.3226,2.5738,3.6559,11.8285,0.2596,0.1686,0.1107,0.0032,0.0122,6.5835,0.1963,2.6169,0.0,0.0793,0.6990000000000001,6.1946,31.1757,Latvia,25.7,2.5,3.7497371188222903,0.0697686645636172,3.12297581493165,0.5569926393270239,1902000.0
0.7164,0.0796,8.0679,0.0,11.8253,0.17300000000000001,0.7091,6.9852,1.9469,5.0748,0.0747,0.0853,0.5052,0.5011,0.0406,3.2676,0.3647,5.1366,0.0,0.5271,1.4807,10.5128,41.9252,Lebanon,31.3,11.0,4.65693772893773,0.0521904761904762,2.94706227106227,1.6576849816849801,6825000.0
3.4135,0.0233,6.0914,0.0,23.4645,0.1204,0.2383,1.8065,2.529,2.7893,0.3898,0.3924,0.0725,1.1603,0.1165,7.1935,0.0363,2.2079,0.0,0.0052,0.6786,3.3721,43.8988,Lesotho,13.5,13.100000381469727,0.437908496732026,0.00854341736694678,0.126330532212885,0.30303454715219397,2142000.0
1.0338,0.0264,3.7603,0.0,16.1465,0.1598,0.7764,5.3606,2.4123,0.1545,0.2997,0.2311,0.4159,0.0977,0.0013,15.3608,0.0132,1.1236,1.1804,0.0779,1.9567,3.1728,46.2383,Liberia,8.6,37.20000076293945,0.0386714116251483,0.00166073546856465,0.034994068801897996,0.00201660735468565,5058000.0
5.5419,0.5316,23.049,0.0009,6.4732,0.7,1.5431,2.4007,3.7899,16.3529,0.0126,0.1301,0.0867,0.4388,0.0546,2.2766,0.2164,4.502,0.0,0.055,0.4924,4.4045,26.9471,Lithuania,28.4,2.5,6.66707229778096,0.104760200429492,4.939620615604871,1.6226914817466,2794000.0
8.0858,0.5443,14.6038,0.0051,5.1366,0.7875,1.6249,4.4841,4.0469,7.4929,0.3877,0.1036,0.1658,0.0399,0.0586,2.2067,1.2823,8.1121,0.0,0.0308,0.563,4.8536,35.3838,Luxembourg,24.2,2.5,8.1506329113924,0.0933544303797468,7.66155063291139,0.39572784810126604,632000.0
0.7972,0.0415,4.9125,0.0024,19.9604,0.077,0.6267,5.0701,1.4618,2.5031,0.0782,0.2002,0.1848,0.3708,0.0486,14.4675,0.2085,1.0922,0.5852,0.0261,0.3115,1.8871,45.0869,Madagascar,4.5,44.400001525878906,0.0688490845401033,0.0010147701419233699,0.0657794951428262,0.0020548192553537198,27691000.0
1.1827,0.0814,2.7754,0.0,10.6197,0.0829,0.6970000000000001,8.4723,1.4923,0.2524,0.0396,0.1695,0.5436,1.1841,0.0139,20.2901,0.0389,0.6412,0.0,0.0161,0.204,3.9786,47.2242,Malawi,4.7,17.5,0.140486147412441,0.0043753267119707295,0.0593204391008887,0.0767903815995818,19130000.0
0.8948,0.0882,12.6354,0.0204,17.3088,1.6596,5.3482,4.1713,4.9092,0.53,0.1541,0.0789,0.5801,0.2617,0.4502,1.6568,0.1012,3.903,0.0,0.0835,1.6336,6.1678,37.3632,Malaysia,15.3,2.5,0.7282297672432199,0.00261431927030902,0.57036087977792,0.155254568194991,32781000.0
0.6859,0.0029,14.2704,0.0068,11.5385,1.1422,8.7959,6.0777,2.0051,2.3155,3.0315,0.0019,0.2082,0.0808,0.3434,1.6403,0.396,2.9789999999999996,0.1002,0.7569,0.1819,7.718,35.7208,Maldives,7.9,10.300000190734863,3.07874306839187,0.0099815157116451,2.690573012939,0.37818853974121996,541000.0
2.8904,0.0444,10.1637,0.0,19.8566,0.0573,0.7543,3.8991,1.9124,7.1206,0.1841,0.2746,0.491,0.7955,0.0638,2.6772,0.0614,0.8811,0.0,0.2374,0.5144,7.2943,39.8262,Mali,7.1,6.300000190734863,0.0402943064540023,0.00166905338008,0.0298948200088884,0.00873043306503382,20251000.0
3.9051,0.2062,13.6092,0.0017,7.8996,0.6714,1.7922,4.631,4.6096,6.2546,0.0315,0.0747,0.2899,0.2197,0.0331,2.059,0.2101,5.2164,0.0,0.1236,0.486,11.2856,36.3899,Malta,31.0,2.5,3.5586206896551698,0.053448275862069,3.04521072796935,0.459961685823755,522000.0
0.0055,0.1127,15.0193,0.0,20.4873,0.2539,1.0025,1.2991,3.3994,9.825,0.7519,0.4279,0.0799,1.0999,0.0066,1.0168,0.3677,4.3166,0.0,0.0,1.5716,3.9784,34.9779,Mauritania,11.3,10.399999618530273,0.36111827956989295,0.00913978494623656,0.34376344086021504,0.008215053763440859,4650000.0
3.0805,0.0074,9.27,0.0102,17.1855,0.591,2.1303,3.568,4.6992,1.7166,1.0545,0.1173,0.4479,0.856,0.1847,1.8348,0.1625,3.568,0.0,0.0369,2.049,6.7122,40.7175,Mauritius,11.5,6.5,0.0461660079051383,0.0007905138339920951,0.0426877470355731,0.00268774703557312,1265000.0
4.4105,0.1672,15.1527,0.0201,11.4325,1.2967,0.9656,7.6794,4.3561,7.9917,0.0275,0.3552,0.1947,0.7071,0.1121,1.1644,0.0248,3.2266,0.0,0.1121,0.6856,5.0713,34.8456,Mexico,28.4,3.5999999046325684,1.5071991986978799,0.129731125579066,1.15980499561788,0.217663077500939,127792000.0
3.1430000000000002,0.3846,25.8904,0.0,10.1415,0.3727,0.044000000000000004,1.0413,8.0929,15.856,0.5962,1.1411,0.0266,0.0366,0.0037,2.6155,0.1401,1.4680000000000002,0.0,0.0137,0.555,4.3326,24.1046,Mongolia,19.6,13.399999618530273,0.0601904195180006,5.9506099375186e-05,0.0431121689973222,0.0170187444213032,3361000.0
2.2188,0.2067,22.8328,0.0014,5.0447,0.5542,0.6472,5.7297,3.3604,17.9487,0.847,0.1132,0.0865,0.2113,0.0175,1.1955,0.2605,6.0418,0.0,0.0948,0.4258,5.0001,27.1612,Montenegro,24.9,2.5,10.4081993569132,0.134405144694534,9.03987138263666,1.23392282958199,622000.0
0.287,0.1449,8.4754,0.0,18.7029,0.4848,1.3901,7.211,2.5074,3.7539999999999996,0.0079,0.1949,0.1892,0.3306,0.1185,3.4356,0.2042,2.6816,0.0,0.2549,0.8168,7.2860000000000005,41.5224,Morocco,25.6,3.4000000953674316,1.32111148197597,0.0233116377392078,1.2625751001335102,0.0352247441032488,35952000.0
1.2195,0.0297,4.0111,0.0,13.1904,0.1932,1.1353,2.8312,0.9302,1.6385,0.1565,0.0852,0.1258,1.2809,0.004,22.2864,0.105,1.0649,0.0,0.2011,0.7509,2.7738,45.9864,Mozambique,6.0,27.899999618530273,0.141538856446127,0.00144708977732144,0.0859590579477636,0.0541327087210422,31166000.0
5.4716,0.1134,9.6094,0.0053,9.9189,0.1196,1.0164,3.1266,2.6844,5.4479,0.7228,0.2207,0.0818,0.7298,0.1266,12.8231,0.0888,3.9848,0.0009,0.0114,0.9531,2.3626,40.38,Namibia,15.0,27.299999237060547,1.3712711530893302,0.0146005509641873,1.3128295946477802,0.0438410074773711,2541000.0
0.3318,0.0312,5.4355,0.0,18.1511,0.1435,0.205,4.7443,0.9817,3.9212,0.0594,0.1536,0.0594,0.9107,0.4195,6.0521,0.0319,0.547,3.0677,0.0978,0.8209,9.277000000000001,44.5576,Nepal,3.8,8.699999809265137,0.906140818775837,0.00678423789838645,0.8928257100946791,0.00653087078277104,29996000.0
4.3903,0.3343,24.2977,0.0111,4.9685,0.747,1.1517,4.923,4.0105,18.0051,0.0,0.0397,0.1111,0.0852,0.064,4.2639,0.2904,2.3446,0.0,0.1587,0.8485,3.2587,25.6959,Netherlands,23.1,2.5,5.81529169290662,0.0828304803343448,0.0760634339039331,5.65639777866835,17467000.0
5.222,0.7446,17.5777,0.017,7.7522,0.7067,1.6771,4.0202,6.8421,7.4627,0.0,0.1275,0.3296,0.2414,0.0495,3.3719,0.2374,3.8188,0.0109,0.1499,0.5364,6.6889,32.4155,New Zealand,32.0,2.5,0.0465209544816523,0.000501303388810908,0.0446962101463806,0.0013234409464608,4987000.0
1.7194,0.0836,13.1538,0.003,16.8052,0.5489999999999999,0.6557,3.8377,3.1044,8.5527,0.6658,0.2055,0.3354,1.3618,0.006,1.9118,0.005,5.7021,0.0,0.003,0.9227,3.5808,36.8356,Nicaragua,21.8,17.0,0.0954972710733778,0.00257731958762887,0.0640539721043056,0.0288659793814433,6596000.0
0.0558,0.1185,7.2385,0.0,22.2843,0.0239,0.2022,2.5503,1.2702,5.4224,0.0687,0.2022,1.4804,3.4838,0.0807,1.3489,0.0349,0.3666,0.0,0.0,0.3975,10.6117,42.7585,Niger,4.7,16.5,0.0190086402910414,0.0006821282401091411,0.0163297366571582,0.00199677539377403,24189000.0
4.0037,0.0151,1.7391,0.0,10.922,0.1976,0.7239,4.4268,0.5675,0.17300000000000001,0.0437,0.0627,0.4763,0.8311,0.1715,19.5271,0.0064,0.6501,0.0,0.0841,0.8573,6.2627,48.2585,Nigeria,7.8,13.399999618530273,0.0675472979528476,0.000798971572717571,0.0546022120888716,0.0121461142912584,206140000.0
1.9045,0.3784,12.0639,0.0,7.3937,0.2847,0.3507,5.0893,2.0683,8.8045,0.2959,0.1773,0.3253,0.2847,0.1288,3.6779,0.2474,2.9104,0.0,0.1796,0.9505,14.5512,37.933,North Macedonia,23.9,3.200000047683716,4.54802884615385,0.140192307692308,4.02572115384615,0.382115384615385,2080000.0
3.7939,0.6119,21.1992,0.0005,5.9777,0.6194,2.7466,4.2801,3.6083,13.5227,3.6634,0.0893,0.3113,0.3204,0.0235,2.8097,0.4819,2.2652,0.0,0.099,0.8697,3.9131,28.7933,Norway,25.0,2.5,1.2001670688695,0.0108037868943753,0.334100612585855,0.85526266938927,5387000.0
0.2621,0.0571,13.5101,0.0,9.6835,0.5741,2.0105,9.787,3.0531,7.6265,0.0423,0.1888,0.1338,0.2776,0.2297,1.6984,0.1395,2.5903,0.0077,0.0521,0.6995,10.8902,36.486,Oman,22.9,6.800000190734863,2.86528750265224,0.0325058349246764,2.70031826861871,0.13246339910884802,4713000.0
0.0085,0.0969,22.2758,0.0011,14.6224,0.3577,0.1831,2.4099,1.7957,19.6466,0.0117,0.1969,0.3577,0.6993,0.1618,1.8202,0.5258,2.6707,1.7915,0.0852,0.3417,2.2173,27.7226,Pakistan,7.8,20.299999237060547,0.250961346972029,0.00541640264325156,0.230941432063004,0.0146035122657735,220940000.0
6.6254,0.2467,12.3346,0.0031,14.2627,0.4604,1.005,6.6783,4.98,5.353,0.7431,0.2873,0.4589,0.4129,0.0153,1.3758,0.1195,4.2277,0.0,0.036000000000000004,0.7645,1.9480000000000002,37.6619,Panama,22.5,10.0,7.6223208031753495,0.127363997198226,6.77385010506654,0.721106700910577,4283000.0
3.9095,0.2191,11.2654,0.0,7.5639,0.9035,0.3119,5.4532,4.0434,5.3208,0.1788,0.4675,0.2745,0.6185,0.0082,12.5302,1.0112,2.4084,0.0,0.0015,1.0733,3.7113,38.726,Paraguay,19.0,10.699999809265137,1.8966643694004102,0.0386905582356995,1.56259131633356,0.295382494831151,7255000.0
3.8623,0.0316,8.6638,0.0014,11.814,0.6431,1.7993,8.5783,1.754,4.0729,0.0719,0.3629,0.2458,0.6367,0.0172,8.7924,0.2501,1.7339,0.0,0.023,0.5066,4.8044,41.3344,Peru,19.1,9.699999809265137,3.57374177431148,0.12775103582744302,3.31051364854984,0.135477089934194,32824000.0
1.9716,0.3074,6.7108,0.0,20.0498,0.3527,2.4506,8.5466,3.2257,0.1045,0.1925,0.2717,0.5425,0.1106,0.034,2.8773,0.5399,2.3774,0.0,0.1838,0.4119,5.4481,43.2905,Philippines,6.0,13.300000190734863,0.488698770772305,0.0101386189211633,0.4457570199213371,0.0328031319298054,109581000.0
6.8201,0.9842,16.559,0.0,7.9033,0.3702,0.5845,3.0079,4.85,9.7542,0.0,0.017,0.0798,0.1099,0.0202,5.5631,0.1509,2.4775,0.0,0.0476,0.3959,6.8655,33.439,Poland,25.6,2.5,4.0281745204337005,0.10163156797331098,3.39233475813178,0.534208194328607,38368000.0
4.7147,0.4077,18.6614,0.0005,6.2984,0.4053,2.7295,6.5126,4.5168,10.3936,0.1393,0.2079,0.0965,0.1618,0.0173,3.1060000000000003,0.2684,1.7316,0.0,0.2319,0.7246,7.3366,31.3374,Portugal,23.2,2.5,7.429605070697219,0.136070209653827,5.84683568990736,1.44669917113603,10255000.0
3.8296,0.4339,16.5343,0.0,11.6462,0.6795,0.991,3.4256,3.2622,10.9992,0.5083,0.1694,0.0616,0.0642,0.0068,3.9066,0.083,2.6632,0.0,0.018000000000000002,0.825,6.4285,33.464,Republic of Moldova,20.1,5.759999942779541,4.64619519094767,0.0998585572842998,4.33369165487977,0.21264497878359304,3535000.0
4.7679,0.3474,15.9287,0.0,8.0412,0.6848,0.2844,4.2115,3.0499,11.4018,0.2567,0.1594,0.0974,0.1045,0.1274,4.713,0.1398,1.4126,0.0,0.1093,0.7301,9.3641,34.0679,Romania,24.5,2.5,3.86332830933943,0.0977547944493529,3.58335845330284,0.18221506158723605,19241000.0
3.7425,0.2486,16.1525,0.0023,8.2803,0.9029,1.1312,3.162,4.3180000000000005,9.3253,0.0118,0.2249,0.1319,0.1426,0.0118,6.3194,0.1809,4.6144,0.0,0.0118,0.8663,6.3713,33.8472,Russian Federation,25.7,2.5,2.6631044141399705,0.0511200616084998,2.31614224475748,0.295842107773984,146733000.0
1.3631,0.0186,2.6366,0.0,3.5380000000000003,0.0269,0.5279,15.7285,0.6257,1.3521,0.0283,0.0855,0.2233,2.5036,0.0179,20.4415,0.011000000000000001,0.5782,0.0,0.0,0.2109,2.7193,47.3634,Rwanda,4.8,36.79999923706055,0.12613495985176,0.0016754169240271802,0.0930126621371217,0.0314468807906115,12952000.0
4.0867,0.1735,14.0252,0.0,6.3135,0.3868,3.4174,7.5449,7.8207,1.895,1.5442,0.3318,0.9470000000000001,0.5422,0.0901,2.715,0.0749,6.4623,0.0,0.0673,1.385,4.209,35.9677,Saint Kitts and Nevis,23.1,5.099999952316284,0.0740740740740741,0.0,0.0666666666666667,0.007407407407407409,54000.0
7.8024,0.0252,14.8893,0.0009,7.2091,0.3326,3.0652,5.9453,8.17,2.8881,1.6054,0.4063,0.6274,0.5663,0.17800000000000002,2.6427,0.0602,3.7043,0.0,0.0575,0.6103,4.1169,35.0964,Saint Lucia,19.8,5.099999952316284,0.996153846153846,0.009890109890109891,0.480769230769231,0.505494505494506,182000.0
2.526,0.022000000000000002,11.0865,0.0,9.0142,0.3412,1.3785,10.470999999999998,6.9184,2.2593,1.9325,0.1672,0.1049,0.6452,0.2113,4.3734,0.2933,3.4592,0.0,0.0357,0.7227,5.1371,38.9005,Saint Vincent and the Grenadines,23.8,5.699999809265137,1.08288288288288,0.0027027027027027,0.36126126126126096,0.7189189189189191,111000.0
1.4236,0.2262,11.163,0.1236,3.6768,0.1314,2.7788,10.7845,5.7993,1.9647,0.7751,0.1398,10.5187,0.0,0.0582,7.6944,0.1344,2.0811,0.0036,0.0108,0.5117,1.1656,38.8349,Samoa,45.5,2.700000047683716,0.001,0.0,0.001,0.0,200000.0
1.5187,0.022000000000000002,4.1199,0.0,7.3796,0.0562,2.3033,18.2736,1.2054,0.5152,0.424,0.0187,9.9865,0.3109,0.0293,3.7154,0.0073,2.5939,0.0,0.0024,0.7805,0.857,45.8801,Sao Tome and Principe,10.6,7.0,0.643333333333333,0.00857142857142857,0.504761904761905,0.13,210000.0
0.0,0.3917,12.9962,0.0,16.3284,0.6003,1.0369,7.0413,4.9529,5.8598,0.669,0.1547,0.1492,0.4768,0.2434,1.4542,0.205,2.8571,0.0009,0.1135,1.7626,5.7024,37.0038,Saudi Arabia,35.0,7.099999904632568,1.05579464056391,0.0182557575411661,1.03089809080791,0.00664079221483405,35041000.0
0.3209,0.0353,5.3434,0.0,25.9204,0.1878,2.0588,2.3456,1.6081,1.2496,0.0148,0.20600000000000002,0.7637,0.4712,0.0717,2.6177,0.1161,2.0941,0.0,0.1047,1.9325,7.8951,44.6423,Senegal,7.4,11.300000190734863,0.17014452938366,0.0040312947921643605,0.139106545628285,0.0270066889632107,16744000.0
4.3919999999999995,0.2524,16.7466,0.0,9.7485,0.6322,0.4148,5.9753,3.5893,11.619000000000002,0.0067,0.2389,0.1322,0.1805,0.0242,2.545,0.243,2.0255,0.0007,0.1268,0.4644,7.3941,33.2476,Serbia,23.5,5.699999809265137,5.84090843754492,0.0591059364668679,0.0,5.78180250107805,6957000.0
0.3009,0.0067,5.6877,0.0,19.9349,0.1343,2.5044,3.2119,0.7837,2.1711,0.2504,0.0857,0.5999,0.8913,0.0638,12.4228,0.0762,0.6323,0.0,0.1,1.276,4.5526,44.3138,Sierra Leone,7.5,25.600000381469727,0.0472859470979065,0.000990347248338975,0.0307383728218629,0.0155572270277047,7977000.0
6.1266,1.3559,18.9841,0.0,5.4026,0.9390000000000001,0.7045,3.5463,4.3096,11.4696,0.028999999999999998,0.2055,0.2055,0.0973,0.0421,3.6814,0.2513,5.5166,0.0,0.1118,1.4380000000000002,4.5601,31.0231,Slovakia,22.4,3.4000000953674316,4.7926400585866,0.09401318198462101,4.361424386671549,0.33720248993042795,5462000.0
4.9933,1.1248,18.9196,0.0005,7.6345,0.5376,0.6515,6.4367,4.1610000000000005,12.2569,0.6133,0.1879,0.1285,0.1106,0.0561,2.6837,0.2615,2.4915,0.0,0.1972,0.4739,5.002,31.0774,Slovenia,22.5,2.5,8.2359010936757,0.171754636233952,7.312933903946741,0.751212553495007,2103000.0
0.8298,0.1038,3.8504,0.0121,9.0233,0.0826,2.2840000000000003,3.2798,0.8897,0.43799999999999994,0.5585,0.0394,5.0334,0.7366,0.0364,24.25,0.0856,0.8268,0.0,0.0356,0.3327,1.1223,46.1492,Solomon Islands,20.5,8.899999618530273,0.0023776223776223802,0.0,0.0013986013986014,0.0009790209790209788,715000.0
6.2658,0.0593,11.8433,0.0009,17.1035,0.594,0.5365,1.9355,5.3933,4.8155,0.0009,0.4448,0.2462,0.1546,0.0539,2.8503,0.1321,4.4677,0.0,0.0108,1.1726,3.7632,38.1554,South Africa,27.0,6.199999809265137,2.4714899040719103,0.0774468370564164,2.24809988595962,0.14594318105588,59628000.0
5.3152,0.2357,18.3382,0.0011,6.0548,0.7321,2.2646,4.8332,5.3456,9.5991,0.0,0.1605,0.265,0.2666,0.0069,3.0975,0.2229,1.8482,0.0,0.4287,1.5122,7.8139,31.6581,Spain,27.1,2.5,6.176110003148941,0.12886742941114698,0.31568384591162,5.7315587278261795,47635000.0
0.6809999999999999,0.0147,5.5328,0.0039,20.7839,0.4178,3.0173,4.1171,0.8845,1.0948,0.0303,0.0998,7.1364,0.9608,0.5244,1.9793,0.2818,2.7209,0.0,0.135,0.2466,4.8753,44.4618,Sri Lanka,5.4,9.0,0.312604275880932,0.00160003646806765,0.28533527829694105,0.0256689611159229,21937000.0
0.0,0.0958,13.1178,0.0,12.9192,0.1176,0.1018,7.0919,2.1133,10.4116,0.0741,0.2796,0.49200000000000005,1.0631,0.0405,1.9167,0.1502,3.1231,0.7262,0.0,0.9366,8.3477,36.8813,Sudan,7.4,20.100000381469727,0.0675819288923351,0.00417569385846884,0.0497023877397432,0.013703847294123,43849000.0
4.1704,0.0438,6.7984,0.0,13.9476,0.5407,1.4348,8.6872,3.6451,1.0789,1.2414,0.0576,0.6757,0.1719,0.0224,2.4553,0.0903,4.7051,0.3207,0.0155,1.3351,5.3705,43.1917,Suriname,26.5,8.5,1.4297520661157,0.0264462809917355,1.3180165289256203,0.0852892561983471,605000.0
4.4232,1.0442,24.0627,0.0,6.1923,0.7266,1.7659,3.5405,4.1476,16.3687,0.4623,0.0086,0.1712,0.0937,0.0484,2.8343,0.5533,2.5211,0.0,0.0996,0.3967,4.611000000000001,25.9282,Sweden,22.1,2.5,5.666975040955959,0.11674857858725998,0.0,5.5502264623687,10377000.0
4.9978,0.4802,22.4227,0.0022,5.9818,0.5377,0.9109,4.6041,3.6314,16.706,0.0,0.1549,0.1124,0.0995,0.0382,2.1542,0.3727,2.9737,0.0,0.2377,1.0637,4.9478,27.5705,Switzerland,21.2,2.5,6.16021542738013,0.11125781792911699,3.67848042622191,2.37047718322909,8634000.0
2.7663,0.1577,12.1312,0.0281,10.0808,1.09,2.3182,8.3904,6.0558,2.3299,0.1874,0.1507,1.0736,0.2077,0.1023,0.8565,0.1374,2.3455,0.2826,0.4185,1.8271,9.1938,37.8684,Taiwan*,10.8,3.5,0.0039135959339263,3.81194409148666e-05,0.0035705209656925,0.000304955527318933,23610000.0
0.1423,0.0018,7.2363,0.0,13.3691,0.2255,0.0342,3.7863,1.5221,5.2373,0.2089,0.2144,0.1349,0.2486,0.0305,2.9278,0.0555,1.6607,0.0,0.0582,0.8419,19.2995,42.7642,Tajikistan,12.6,4.599999904632568,0.141139039134585,0.000954502068087814,0.14018453706649697,0.0,9429000.0
3.6223,0.0902,7.7828,0.0325,17.5571,1.1143,2.6297,8.3291,2.4675,1.3279,0.009000000000000001,0.1199,1.2775,0.2344,0.6626,1.8887,0.1262,4.0424,0.0,0.0938,0.7816,3.5962,42.2145,Thailand,10.8,7.800000190734863,0.0351264015390627,0.000118736285207563,0.0254636727086903,0.00954399254516488,66534000.0
