Alcoholic Beverages_p,Animal Products_p,Animal fats_p,"Aquatic Products, Other_p",Cereals - Excluding Beer_p,Eggs_p,"Fish, Seafood_p",Fruits - Excluding Wine_p,Meat_p,Milk - Excluding Butter_p,Offals_p,Oilcrops_p,Pulses_p,Spices_p,Starchy Roots_p,Stimulants_p,Sugar Crops_p,Sugar & Sweeteners_p,Treenuts_p,Vegetal Products_p,Vegetable Oils_p,Vegetables_p,Miscellaneous_p,Country,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population
0.0,14.4317,0.2626,0.0,26.42,1.2388,1.9124,1.2274,7.6383,2.8201,0.5537,0.1313,2.4034,0.177,0.9248,0.3311,0.0,0.0057,1.3701,35.5712,0.0057,2.5746,0.0,Iran (Islamic Republic of),25.5,4.900000095367432,1.73424836601307,0.0694141414141414,1.4823220439691,0.18251218062982802,84150000.0
0.0083,11.1909,0.033,0.0,33.7215,2.2877,0.7433,0.7763,5.7648,2.2547,0.1074,0.3799,1.8996,0.0496,0.223,0.3469,0.0,0.0,0.2065,38.8173,0.0165,0.9911,0.1817,Iraq,27.4,29.0,1.57939836375079,0.0330044052863436,1.5082869729389599,0.0381069855254877,39725000.0
0.7787,28.5256,0.3115,0.0,14.0504,1.4017,3.2849,0.8543,13.5407,9.6847,0.3021,0.5569,0.7363,0.0991,1.364,0.59,0.0,0.0047,0.3351,21.4791,0.0425,1.9681,0.0897,Ireland,26.9,2.5,4.0485308814711205,0.0734359384369378,0.466999800119928,3.5080951429142497,5003000.0
0.11,29.564,0.0204,0.0041,12.7832,1.2755,2.6773,0.8476,16.5363,8.3374,0.7131,1.5444,1.4792,0.0652,0.6846,0.4931,0.0,0.0041,0.5134,20.436,0.0326,1.7889,0.0896,Israel,26.7,2.5,7.43905164930556,0.0550238715277778,6.60963541666667,0.7743923611111109,9216000.0
0.1827,26.7179,0.1405,0.0,16.4832,1.7191,3.7754,0.8853,12.5299,8.0191,0.5293,0.17800000000000002,1.4848,0.0141,0.7167,0.5996,0.0,0.0,0.5855,23.2845,0.0141,1.9907,0.1499,Italy,22.9,2.5,4.353685153244,0.150927093007828,3.4945286586174906,0.708229401618681,60296000.0
0.10300000000000001,24.6534,0.048,0.0137,16.5134,0.3912,4.8593,1.0913,12.6081,5.7515,0.9883,0.9266,1.2286,1.1187,1.9149,0.3226,0.0,0.0,0.0412,25.3466,0.0343,1.6747,0.3706,Jamaica,24.4,8.0,0.599537201851193,0.0127091491634033,0.43520825916696293,0.151619793520826,2809000.0
0.2541,27.7588,0.0058,0.0635,12.4213,3.5687,9.5744,0.3292,9.8112,4.1058,0.6294,4.9835,0.4966,0.1848,0.5139,0.6699,0.052000000000000005,0.0462,0.2079,22.2383,0.0289,1.9923,0.0635,Japan,4.4,2.5,0.32082053236165003,0.00505926155262886,0.284769820667318,0.0309914501417038,125967000.0
0.0072,17.4589,0.0289,0.0,24.224,0.7235,1.1287,0.615,10.360999999999999,4.7826,0.4414,1.0636,2.735,0.0941,0.4992,0.6295,0.0,0.0,0.4052,32.5447,0.0145,2.0838,0.1592,Jordan,33.4,12.199999809265137,3.12627586852702,0.0409120704185785,2.9917595280457,0.09360427006274,10679000.0
0.2369,28.9452,0.2053,0.0,14.0383,1.3317,0.6579999999999999,0.5211,12.4803,12.8645,1.4107,0.4264,0.1579,0.0316,2.3739,0.4422,0.0,0.0,0.3211,21.0496,0.0316,2.3213,0.1526,Kazakhstan,21.3,2.5,1.2994020926756398,0.0166506512919069,1.1377642536835402,0.14498718770019198,18732000.0
0.1724,12.6375,0.0411,0.0,24.2979,0.312,0.9115,0.6241,5.1897,5.4114,0.7719,0.4434,8.0145,0.0411,2.0939,0.4681,0.0,0.0,0.1314,37.3542,0.0411,1.0347,0.0082,Kenya,6.0,29.399999618530273,0.189975340008967,0.00331788970258556,0.15749140636676098,0.0291660439396204,53528000.0
1.0359,25.3298,0.1804,1.0719,14.4764,1.6698,8.3539,0.4741,11.4255,1.6440000000000001,0.9843,2.9221,0.3504,0.0618,0.3556,0.2268,0.0,0.0618,0.3762,24.6702,0.0,4.329,0.0,"Korea, South",4.9,2.5,0.156227187578455,0.00284081033583747,0.13685521716459698,0.0165311600780209,51781000.0
0.0,23.7566,0.025,0.0,17.5357,2.6897,1.6178,0.9166,12.2114,6.6516,0.556,0.4758,1.8382,0.4057,0.9416,0.6211,0.0,0.0,0.4107,26.2459,0.005,2.7047,0.3907,Kuwait,37.0,2.799999952316284,3.6247282029418,0.0205499893412918,3.4340865487102996,0.170091664890215,4691000.0
0.0469,20.2308,0.0996,0.0,21.0511,0.7441,0.1992,0.2344,6.7378,11.3136,1.1425,0.040999999999999995,1.992,0.0586,2.408,0.3515,0.0,0.0,0.3222,29.7633,0.0059,3.158,0.0996,Kyrgyzstan,15.4,7.099999904632568,1.28892932969366,0.0215802244464665,1.23660903851987,0.0307400667273279,6594000.0
0.0541,12.0786,0.1082,0.0,25.5153,0.3365,4.531000000000001,1.9709999999999999,5.9912,0.2644,0.8473,1.8629,0.9555,0.4086,0.5408,1.9409999999999998,0.0541,0.0,0.012,37.9184,0.006,4.4408,0.1622,Lao People's Democratic Republic,4.5,16.5,0.0006213753106876549,0.0,0.000566141949737642,5.523336095001379e-05,7242000.0
0.6062,28.578000000000003,0.7346,0.0,14.2299,1.8802,3.9608,0.4623,10.7367,10.449000000000002,0.8168,0.3493,0.0205,0.036000000000000004,2.7689,0.6627,0.0,0.0051,0.3134,21.4168,0.0257,1.8031,0.1438,Latvia,25.7,2.5,3.7497371188222903,0.0697686645636172,3.12297581493165,0.5569926393270239,1902000.0
0.0517,15.0004,0.0443,0.0,23.269000000000002,0.4581,1.6922,1.2266,6.9608,5.4607,0.3769,1.2636,2.8671,0.0961,0.9754,0.7389,0.0,0.0,1.2414,35.0107,0.0148,2.9705,0.2808,Lebanon,31.3,11.0,4.65693772893773,0.0521904761904762,2.94706227106227,1.6576849816849801,6825000.0
0.2653,9.5357,0.0078,0.0,32.4932,0.2107,0.4292,0.1795,5.9227,1.7948,1.1705,0.3043,4.1826,0.2107,1.9586,0.0624,0.0,0.0,0.0078,40.4682,0.0,0.7101,0.0858,Lesotho,13.5,13.100000381469727,0.437908496732026,0.00854341736694678,0.126330532212885,0.30303454715219397,2142000.0
0.0752,12.2556,0.0251,0.0,28.6591,0.4386,2.0677,1.2406,8.3208,0.3258,1.0902,1.6416,0.5639,0.0,3.8722,0.0501,0.0627,0.0,0.1504,37.7318,0.0125,1.2406,0.1754,Liberia,8.6,37.20000076293945,0.0386714116251483,0.00166073546856465,0.034994068801897996,0.00201660735468565,5058000.0
0.5273,30.7649,0.2077,0.0,12.857999999999999,1.7655,3.9345,0.3915,11.2483,13.0577,0.5512,0.3435,2.2808,0.1758,0.8588,0.4194,0.0,0.004,0.2317,19.2371,0.02,1.0785,0.0439,Lithuania,28.4,2.5,6.66707229778096,0.104760200429492,4.939620615604871,1.6226914817466,2794000.0
0.594,31.7713,0.2452,0.0047,10.4804,2.3148,3.9602,0.7732,14.1577,10.6124,0.4762,0.3253,0.2357,0.165,0.8486,2.5364,0.0,0.0047,0.0471,18.2264,0.0189,1.8717,0.33,Luxembourg,24.2,2.5,8.1506329113924,0.0933544303797468,7.66155063291139,0.39572784810126604,632000.0
0.0931,10.7114,0.0349,0.0,31.1678,0.2212,1.7813,0.8849,5.3906,2.3169,0.978,0.1746,2.1423,0.1281,3.4696,0.3842,0.0466,0.0,0.0466,39.2828,0.0,0.7219,0.0233,Madagascar,4.5,44.400001525878906,0.0688490845401033,0.0010147701419233699,0.0657794951428262,0.0020548192553537198,27691000.0
0.1544,8.4246,0.0956,0.0,23.98,0.2352,2.0731,1.4335,4.9548,0.2646,0.8013,3.2713,6.6676,0.0441,4.7048,0.0809,0.0,0.0,0.0368,41.5717,0.0,1.1836,0.0221,Malawi,4.7,17.5,0.140486147412441,0.0043753267119707295,0.0593204391008887,0.0767903815995818,19130000.0
0.0824,27.3712,0.0634,0.0127,16.6065,3.5735,10.562000000000001,0.4055,11.3603,1.527,0.2724,0.6273,1.0518,0.9314,0.3738,0.1901,0.0,0.0,0.1457,22.6256,0.0063,1.7741,0.4372,Malaysia,15.3,2.5,0.7282297672432199,0.00261431927030902,0.57036087977792,0.155254568194991,32781000.0
0.0367,30.0398,0.0612,0.0,13.4537,2.1107,18.0789,0.6363,4.9373,4.8394,0.0061,0.3793,0.312,0.6608,0.4283,0.52,0.0245,0.0061,1.0523,19.9633,0.0061,1.7619999999999998,0.6852,Maldives,7.9,10.300000190734863,3.07874306839187,0.0099815157116451,2.690573012939,0.37818853974121996,541000.0
0.2414,13.6564,0.0177,0.0,27.6544,0.1178,1.325,0.4534,5.6063,5.6769,0.9069,1.2131,3.5923,0.1354,0.7479,0.1237,0.0,0.0059,0.3651,36.3465,0.0,1.7667,0.0471,Mali,7.1,6.300000190734863,0.0402943064540023,0.00166905338008,0.0298948200088884,0.00873043306503382,20251000.0
0.2579,28.7765,0.0688,0.0,13.735,1.6073,3.6271,0.5845,13.9886,9.1968,0.2836,0.5802,1.0314,0.0774,0.7005,0.6188,0.0,0.0,0.3696,21.2257,0.0215,3.1501,0.0988,Malta,31.0,2.5,3.5586206896551698,0.053448275862069,3.04521072796935,0.459961685823755,522000.0
0.0,18.4403,0.0188,0.0,25.3429,0.451,1.6348,0.2318,7.2346,7.9737,1.1275,0.3257,3.8334,0.0125,0.23800000000000002,0.5951,0.0,0.0,0.0,31.5565,0.0063,0.8331,0.1441,Mauritania,11.3,10.399999618530273,0.36111827956989295,0.00913978494623656,0.34376344086021504,0.008215053763440859,4650000.0
0.2315,21.8521,0.0508,0.0056,20.5138,1.0277,4.122,0.3614,10.5364,5.7538,0.3444,0.7849,3.2693,0.36700000000000005,0.4404,0.3783,0.0,0.0,0.1016,28.1536,0.0169,1.3326,0.3557,Mauritius,11.5,6.5,0.0461660079051383,0.0007905138339920951,0.0426877470355731,0.00268774703557312,1265000.0
0.2784,23.4422,0.0107,0.0161,19.3737,2.8587,2.3287,0.9047,11.1188,5.6906,1.4186,0.6906,3.1103,0.3533,0.3051,0.0803,0.0,0.0428,0.1445,26.5578,0.0214,1.2473,0.0054,Mexico,28.4,3.5999999046325684,1.5071991986978799,0.129731125579066,1.15980499561788,0.217663077500939,127792000.0
0.2367,34.0697,0.1092,0.0,13.0902,0.7768,0.1032,0.085,19.8082,9.7706,3.5016,0.091,0.1456,0.0061,0.8011,0.4005,0.0,0.0,0.0243,15.9303,0.0182,0.8618,0.1699,Mongolia,19.6,13.399999618530273,0.0601904195180006,5.9506099375186e-05,0.0431121689973222,0.0170187444213032,3361000.0
0.1588,30.3005,0.0882,0.0,13.7184,1.5576,1.6591,0.9134,11.5386,14.9495,0.5074,0.3221,1.2399,0.0529,0.5074,0.8207,0.0,0.0044,0.2647,19.6973,0.0176,1.3502,0.3309,Montenegro,24.9,2.5,10.4081993569132,0.134405144694534,9.03987138263666,1.23392282958199,622000.0
0.0204,13.9914,0.0255,0.0,29.9052,0.9892,3.248,0.8464,6.5725,2.5342,0.6272,0.0816,1.5552,0.3161,0.9994,0.3518,0.0,0.0,0.4844,36.0086,0.0051,1.4175,0.0204,Morocco,25.6,3.4000000953674316,1.32111148197597,0.0233116377392078,1.2625751001335102,0.0352247441032488,35952000.0
0.1562,8.7767,0.0,0.0,24.9634,0.5467,3.2510000000000003,0.5760000000000001,3.0265,1.5619999999999998,0.4003,0.6248,7.654,0.0098,5.7796,0.2831,0.0,0.0,0.2343,41.2184,0.0,0.8591,0.0781,Mozambique,6.0,27.899999618530273,0.141538856446127,0.00144708977732144,0.0859590579477636,0.0541327087210422,31166000.0
0.386,18.3127,0.0483,0.008,19.5191,0.3217,2.7586,0.4343,9.6107,4.6244,0.941,0.4745,4.1338,0.3458,5.0828,0.2493,0.0,0.0,0.0402,31.6873,0.0241,0.764,0.2332,Namibia,15.0,27.299999237060547,1.3712711530893302,0.0146005509641873,1.3128295946477802,0.0438410074773711,2541000.0
0.0407,8.5877,0.0271,0.0,28.0559,0.3934,0.5698,0.6105,3.1407,3.7648,0.6919,0.1628,5.0943,1.1328,2.4556,0.1018,0.0814,0.0068,0.156,41.4055,0.0068,3.4866,0.0271,Nepal,3.8,8.699999809265137,0.906140818775837,0.00678423789838645,0.8928257100946791,0.00653087078277104,29996000.0
0.3823,32.7073,0.0573,0.0048,10.9008,2.1075,3.264,0.9319,13.3333,13.7921,0.1481,0.1864,0.4731,0.1625,1.6487,0.3393,0.0,0.0048,0.5926,17.2903,0.043,1.6296,0.0,Netherlands,23.1,2.5,5.81529169290662,0.0828304803343448,0.0760634339039331,5.65639777866835,17467000.0
0.3023,28.5384,0.1539,0.0165,14.1043,1.6765,3.6498,0.6651,18.0949,4.4303,0.5222,1.2917,1.1983,0.1154,1.1763,0.3463,0.0055,0.0055,0.5497,21.4533,0.011000000000000001,1.693,0.0,New Zealand,32.0,2.5,0.0465209544816523,0.000501303388810908,0.0446962101463806,0.0013234409464608,4987000.0
0.0907,16.6679,0.0302,0.0,23.8869,1.1188,1.217,0.4158,7.5894,5.9264,0.7786,0.9902,6.1607,0.0076,0.4611,0.0832,0.0,0.0,0.0076,33.3359,0.0076,0.8542,0.3704,Nicaragua,21.8,17.0,0.0954972710733778,0.00257731958762887,0.0640539721043056,0.0288659793814433,6596000.0
0.0061,7.6195,0.0244,0.0,22.2968,0.0427,0.3602,0.2686,3.1321,3.4739999999999998,0.5922,4.1028,13.1876,0.1587,0.2625,0.0549,0.0,0.0,0.0,42.3774,0.0,2.0209,0.0183,Niger,4.7,16.5,0.0190086402910414,0.0006821282401091411,0.0163297366571582,0.00199677539377403,24189000.0
0.456,6.3757,0.0089,0.0,24.4299,0.6349,2.3786,0.7154,2.4323,0.5991,0.3219,3.0135,5.723,0.5097,5.9734,0.0179,0.0,0.0,0.2236,43.6287,0.0,2.5306,0.0268,Nigeria,7.8,13.399999618530273,0.0675472979528476,0.000798971572717571,0.0546022120888716,0.0121461142912584,206140000.0
0.2603,20.409000000000002,0.0558,0.0,17.4032,1.0226,0.9854,0.9173,8.3173,9.0796,0.9482,1.159,1.8903,0.4648,1.6362,0.9049,0.0,0.0,0.3967,29.5941,0.0248,4.3694,0.1611,North Macedonia,23.9,3.200000047683716,4.54802884615385,0.140192307692308,4.02572115384615,0.382115384615385,2080000.0
0.3223,29.2815,0.3132,0.0,11.9831,1.6431,6.7042,0.6763,10.4943,9.7681,0.3586,1.1075,1.6704,0.0545,1.044,1.0894,0.0,0.0,0.3677,20.7208,0.1135,1.1983,1.0894,Norway,25.0,2.5,1.2001670688695,0.0108037868943753,0.334100612585855,0.85526266938927,5387000.0
0.0294,24.7856,0.0294,0.0,16.4454,1.4155,4.5695,2.4257,9.462,8.6221,0.6872,0.2819,1.439,0.5697,0.6402,0.3759,0.0,0.0,0.1762,25.2203,0.0059,2.6724,0.1468,Oman,22.9,6.800000190734863,2.86528750265224,0.0325058349246764,2.70031826861871,0.13246339910884802,4713000.0
0.0,21.0264,0.0604,0.0,20.8679,0.7472,0.4151,0.2868,4.4830000000000005,14.6868,0.634,2.3547,2.9509,0.4075,0.5660000000000001,0.3019,0.0377,0.0226,0.1057,28.9736,0.1132,0.9358,0.0226,Pakistan,7.8,20.299999237060547,0.250961346972029,0.00541640264325156,0.230941432063004,0.0146035122657735,220940000.0
0.4278,26.5459,0.1006,0.0063,16.5629,1.0316,3.1075,0.9058,13.7447,7.3725,1.1889,1.3776,2.0759,0.0315,0.4466,0.3208,0.0,0.0126,0.1258,23.4447,0.0315,0.6605,0.4781,Panama,22.5,10.0,7.6223208031753495,0.127363997198226,6.77385010506654,0.721106700910577,4283000.0
0.4165,23.353,0.1458,0.0,15.4044,2.2839,0.8678,0.6178,13.2107,4.665,2.1798,1.2009999999999998,3.5196,0.0347,1.8813,2.5824,0.0,0.0,0.0069,26.6435,0.0069,0.8469,0.1319,Paraguay,19.0,10.699999809265137,1.8966643694004102,0.0386905582356995,1.56259131633356,0.295382494831151,7255000.0
0.2423,18.8205,0.0064,0.0,18.8078,1.5493,4.6541,0.7013,7.6251,3.4173,1.5684,1.7469,3.685,0.0446,3.634,0.5802,0.0,0.0,0.0446,31.1763,0.0128,1.6066,0.0765,Peru,19.1,9.699999809265137,3.57374177431148,0.12775103582744302,3.31051364854984,0.135477089934194,32824000.0
0.1914,20.5089,0.3191,0.0,23.276999999999997,1.0211,6.6369,1.2763,9.6682,1.6273,1.2444,0.6940000000000001,0.6063,0.0798,0.6142,0.4068,0.0,0.0319,0.2632,29.4911,0.0,1.9863,0.0558,Philippines,6.0,13.300000190734863,0.488698770772305,0.0101386189211633,0.4457570199213371,0.0328031319298054,109581000.0
0.7325,26.8833,0.5045,0.0,16.5268,1.0235,2.6777,0.4657,15.7313,6.8785,0.0728,0.2619,0.5918,0.0534,2.1635,0.3056,0.0,0.0,0.1601,23.1142,0.0631,1.79,0.0,Poland,25.6,2.5,4.0281745204337005,0.10163156797331098,3.39233475813178,0.534208194328607,38368000.0
0.2926,31.7568,0.3581,0.0,11.8389,1.166,6.7383,0.8385,14.695,7.8606,0.9389,0.1528,0.8472,0.0437,1.2402,0.6201,0.0,0.0044,0.3275,18.241,0.0393,1.9564,0.0437,Portugal,23.2,2.5,7.429605070697219,0.136070209653827,5.84683568990736,1.44669917113603,10255000.0
0.3236,24.3154,0.2052,0.0,20.4719,1.8388,2.557,0.513,9.9676,9.0285,0.7182,0.1026,0.363,0.0158,1.5784,0.2525,0.0,0.0,0.0316,25.6886,0.0158,1.8073,0.2052,Republic of Moldova,20.1,5.759999942779541,4.64619519094767,0.0998585572842998,4.33369165487977,0.21264497878359304,3535000.0
0.5856,24.4846,0.0656,0.0,17.4756,2.0943,0.7871,0.6559,9.8154,10.9445,0.7777,0.253,0.595,0.41700000000000004,2.0287,0.41700000000000004,0.0,0.0141,0.1921,25.5201,0.0187,2.7314,0.1265,Romania,24.5,2.5,3.86332830933943,0.0977547944493529,3.58335845330284,0.18221506158723605,19241000.0
0.3436,27.3905,0.0834,0.0,16.2085,2.3071,3.2496,0.4123,12.6006,8.1632,0.9817,0.3682,0.7559,0.0344,2.4102,0.3534,0.0,0.0049,0.0393,22.6095,0.0245,1.615,0.0442,Russian Federation,25.7,2.5,2.6631044141399705,0.0511200616084998,2.31614224475748,0.295842107773984,146733000.0
0.5486,7.3852,0.0084,0.0,9.2421,0.0928,2.1185,3.8656,3.0047,1.6796,0.4895,2.0594,18.2478,0.0675,7.6384,0.0506,0.0,0.0,0.0,42.6148,0.0,0.8693,0.0169,Rwanda,4.8,36.79999923706055,0.12613495985176,0.0016754169240271802,0.0930126621371217,0.0314468807906115,12952000.0
0.3183,32.0169,0.1104,0.0,10.9516,0.7795,5.1770000000000005,0.8444,19.6622,5.151,1.1432,0.8639,2.28,0.1884,0.708,0.1234,0.0,0.0,0.2079,17.9799,0.0585,0.8574,0.5781,Saint Kitts and Nevis,23.1,5.099999952316284,0.0740740740740741,0.0,0.0666666666666667,0.007407407407407409,54000.0
0.3355,30.1926,0.0578,0.0,12.7653,0.5784,5.437,0.7577,18.0172,4.795,1.3072,0.856,2.3367,0.3297,0.6709,0.2082,0.0,0.0,0.1504,19.8161,0.0463,0.9312,0.4107,Saint Lucia,19.8,5.099999952316284,0.996153846153846,0.009890109890109891,0.480769230769231,0.505494505494506,182000.0
0.1677,27.105,0.027999999999999997,0.0,14.0613,0.738,2.9408,1.3195,17.9582,4.8362,0.6094,0.5591,2.8682,0.3075,1.1741,0.3522,0.0,0.0,0.1118,22.8894,0.027999999999999997,1.4481,0.4976,Saint Vincent and the Grenadines,23.8,5.699999809265137,1.08288288288288,0.0027027027027027,0.36126126126126096,0.7189189189189191,111000.0
0.1866,30.9096,0.1341,0.1341,8.4665,0.4023,7.3761,1.6968,19.3878,2.793,0.6822,3.5918,0.0,0.1574,3.5860000000000003,0.5248,0.0,0.0058,0.0292,19.0904,0.0058,0.5364,0.3032,Samoa,45.5,2.700000047683716,0.001,0.0,0.001,0.0,200000.0
0.0672,15.2065,0.0576,0.0,22.1614,0.1921,8.3285,4.6494,4.9952,1.5178,0.1153,3.1412,2.2094,0.0576,1.6523,0.0288,0.0,0.0,0.0096,34.7935,0.0192,0.586,0.2113,Sao Tome and Principe,10.6,7.0,0.643333333333333,0.00857142857142857,0.504761904761905,0.13,210000.0
0.0,21.1377,0.1371,0.0,22.5827,1.1194,1.7362,1.2279,11.3199,6.3967,0.4284,0.2741,1.8276,0.4112,0.3141,0.4512,0.0,0.0,0.2799,28.8594,0.0057,1.0966,0.3941,Saudi Arabia,35.0,7.099999904632568,1.05579464056391,0.0182557575411661,1.03089809080791,0.00664079221483405,35041000.0
0.0247,10.7308,0.0165,0.0,31.8542,0.3877,4.19,0.2309,4.3632,1.0805,0.7011,2.3095,2.095,0.1567,0.6186,0.2062,0.0,0.0,0.1485,39.2692,0.0165,1.5589,0.0412,Senegal,7.4,11.300000190734863,0.17014452938366,0.0040312947921643605,0.139106545628285,0.0270066889632107,16744000.0
0.4242,24.2531,0.0545,0.0,19.2473,1.6847,1.1272,0.8666,10.9024,9.4722,1.006,0.5394,0.9878,0.0667,0.9999,0.5697,0.0,0.0061,0.2242,25.75,0.0364,1.7575,0.0242,Serbia,23.5,5.699999809265137,5.84090843754492,0.0591059364668679,0.0,5.78180250107805,6957000.0
0.0359,11.9253,0.0,0.0,24.7486,0.3592,6.5733,0.449,2.694,1.9037,0.3951,2.3527,5.0916,0.1976,2.9813,0.1437,0.0,0.0,0.2335,38.0747,0.009000000000000001,1.7241,0.1078,Sierra Leone,7.5,25.600000381469727,0.0472859470979065,0.000990347248338975,0.0307383728218629,0.0155572270277047,7977000.0
0.7973,29.4291,0.9807,0.0,12.8688,3.0856,2.1049,0.606,13.8574,8.2842,1.1162,0.9727,0.6697,0.1515,1.7621,0.6618,0.0,0.0159,0.3189,20.5789,0.0558,1.5468,0.1355,Slovakia,22.4,3.4000000953674316,4.7926400585866,0.09401318198462101,4.361424386671549,0.33720248993042795,5462000.0
0.5488,27.4912,0.6606,0.0,15.5089,1.5092,1.6515,0.7978,12.7954,9.9853,0.8842,0.4624,0.6301,0.1779,1.1179,0.8689,0.0,0.0051,0.498,22.5062,0.0356,1.6769,0.188,Slovenia,22.5,2.5,8.2359010936757,0.171754636233952,7.312933903946741,0.751212553495007,2103000.0
0.1398,14.7782,0.0839,0.0186,15.0205,0.3168,9.1129,0.5498,3.9415,1.0622,0.2423,1.9847,5.4603,0.1398,10.9672,0.1677,0.0,0.0,0.0839,35.2218,0.0,0.4752,0.2329,Solomon Islands,20.5,8.899999618530273,0.0023776223776223802,0.0,0.0013986013986014,0.0009790209790209788,715000.0
0.4676,20.7182,0.006,0.0,24.8966,1.2409,0.9712,0.2278,13.914000000000001,2.9615,1.6246,1.157,0.6235,0.1319,0.7793,0.1679,0.0,0.0,0.03,29.2848,0.0,0.7973,0.0,South Africa,27.0,6.199999809265137,2.4714899040719103,0.0774468370564164,2.24809988595962,0.14594318105588,59628000.0
0.4855,31.0583,0.0607,0.0,11.2506,2.012,5.7607,0.7096,15.2747,7.2732,0.6769,0.6022,1.3631,0.0187,1.1157,0.6396,0.0,0.0047,0.6302,18.9394,0.013999999999999999,2.1101,0.0,Spain,27.1,2.5,6.176110003148941,0.12886742941114698,0.31568384591162,5.7315587278261795,47635000.0
0.0699,14.5498,0.0,0.0,23.7396,1.0176,7.4963,0.5438,2.4314,3.2083,0.3884,2.4703,4.4589,1.3284,0.4816,0.6448,0.0,0.0,0.1631,35.4541,0.0,1.5148,0.0388,Sri Lanka,5.4,9.0,0.312604275880932,0.00160003646806765,0.28533527829694105,0.0256689611159229,21937000.0
0.0,15.5619,0.0147,0.0,23.8327,0.2578,0.2283,0.9648,5.9434,8.2192,0.9059,1.7823,5.0302,0.0884,0.5082,0.2504,0.0295,0.0,0.0,34.4307,0.0,1.9296,0.0221,Sudan,7.4,20.100000381469727,0.0675819288923351,0.00417569385846884,0.0497023877397432,0.013703847294123,43849000.0
0.2987,20.4911,0.0166,0.0,20.7234,1.4186,3.924,1.3274,11.2992,3.5589999999999997,0.2821,1.7007,1.0204,0.0747,0.8794,0.3484,0.0166,0.0,0.0581,29.5006,0.0249,2.4224,0.6139,Suriname,26.5,8.5,1.4297520661157,0.0264462809917355,1.3180165289256203,0.0852892561983471,605000.0
0.3591,31.5441,0.527,0.0,12.2651,1.9867,3.9873,0.5829,13.3004,11.7101,0.027999999999999997,0.5363,0.499,0.1213,1.054,1.0679,0.0,0.0047,0.3591,18.4582,0.0933,1.3431,0.1726,Sweden,22.1,2.5,5.666975040955959,0.11674857858725998,0.0,5.5502264623687,10377000.0
0.408,30.6026,0.0732,0.0052,13.2925,1.6740000000000002,2.2651,0.7951,11.7127,14.1191,0.7585,0.4447,0.5964,0.1151,0.9207,0.2459,0.0,0.0105,0.8684,19.3974,0.0209,1.6740000000000002,0.0,Switzerland,21.2,2.5,6.16021542738013,0.11125781792911699,3.67848042622191,2.37047718322909,8634000.0
0.2391,24.758000000000003,0.035,0.0175,12.9738,2.4082,4.5073,0.7813,14.793,2.4431,0.5598,6.0058,0.9329,0.2041,0.2391,0.3557,0.0117,0.0,0.5364,25.2362,0.0058,2.8571,0.0991,Taiwan*,10.8,3.5,0.0039135959339263,3.81194409148666e-05,0.0035705209656925,0.000304955527318933,23610000.0
0.009000000000000001,12.1401,0.0,0.0,28.2246,0.6499,0.0903,0.5777,5.5601,4.8921,0.9568,0.6679,1.4803,0.0903,1.2546,0.2437,0.0,0.0,0.1354,37.8554,0.009000000000000001,5.0546,0.1083,Tajikistan,12.6,4.599999904632568,0.141139039134585,0.000954502068087814,0.14018453706649697,0.0,9429000.0
0.336,21.4555,0.0246,0.0328,19.8574,3.188,8.2855,0.9916,7.3431,2.0406,0.5491,1.9423,1.2375,1.8604,0.4507,0.3524,0.0,0.0,0.1147,28.5363,0.0164,1.3522,0.0328,Thailand,10.8,7.800000190734863,0.0351264015390627,0.000118736285207563,0.0254636727086903,0.00954399254516488,66534000.0
0.0433,13.5655,0.10400000000000001,0.0,26.8711,0.2166,1.9491,0.2685,10.6289,0.2772,0.3812,2.157,3.6036,0.0866,1.0135,1.2474,0.0,0.0,0.0,36.4432,0.0087,0.9356,0.1992,Timor-Leste,2.9,24.899999618530273,0.006069802731411229,0.0,0.00462822458270106,0.0014415781487101698,1318000.0
0.096,8.0251,0.0174,0.0,26.0904,0.2355,2.739,0.1221,3.9428,0.82,0.2791,1.4567,7.8768,0.1483,4.9721,0.1396,0.0,0.0,0.0,41.9749,0.0,0.8636,0.2006,Togo,7.1,16.100000381469727,0.0656601038772799,0.0009542215243386881,0.0547771469984298,0.009928735354511409,8279000.0
0.0945,24.9557,0.0532,0.0,16.7277,0.7442,4.0579,0.4725,13.5735,5.9657,0.5611,1.0514,3.2369,0.4135,1.0573,0.2008,0.0,0.0,0.2067,25.0443,0.0413,0.9864,0.5552,Trinidad and Tobago,19.7,5.5,0.5560262965668371,0.00986121256391527,0.529948867786706,0.0162162162162162,1369000.0
0.0657,14.2467,0.0909,0.0,25.144000000000002,1.1367,1.7834,0.8285,5.3804,5.4865,0.3688,1.1013,2.3795,0.3587,0.6366,0.4193,0.0,0.0,0.8538,35.7583,0.0657,3.8547,0.0404,Tunisia,27.3,4.300000190734863,1.81721587088097,0.0602051109616678,1.45330363147276,0.303707128446537,11896000.0
0.0692,17.6686,0.0395,0.0,20.5038,1.1558,0.6866,0.9879,7.2808,8.1403,0.3655,0.652,3.4675,0.3803,1.0768,0.5335,0.0,0.0049,0.8298,32.3339,0.0692,3.7145,0.0395,Turkey,32.2,2.5,3.01513787214732,0.0318676331848526,2.88105019286576,0.10222004609670801,83737000.0
