Alcoholic Beverages_kcal,Animal Products_kcal,Animal fats_kcal,"Aquatic Products, Other_kcal",Cereals - Excluding Beer_kcal,Eggs_kcal,"Fish, Seafood_kcal",Fruits - Excluding Wine_kcal,Meat_kcal,Milk - Excluding Butter_kcal,Miscellaneous_kcal,Offals_kcal,Oilcrops_kcal,Pulses_kcal,Spices_kcal,Starchy Roots_kcal,Stimulants_kcal,Sugar Crops_kcal,Sugar & Sweeteners_kcal,Treenuts_kcal,Vegetal Products_kcal,Vegetable Oils_kcal,Vegetables_kcal,Country,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population
3.0432,16.0682,5.28,0.0,13.4206,0.8065,0.1978,1.0347,5.9038,3.8649,0.0152,0.0,0.1978,0.4108,0.1522,1.339,0.426,0.0,5.3408,0.0304,33.9318,7.4863,1.0499,Hungary,28.6,2.5,3.84073922391727,0.13336746186137,2.84579707177229,0.8615746902836079,9767000.0
2.0403,22.2911,2.9915,0.0,10.7803,0.5928,2.2746,2.2195,7.5958,8.5746,0.4687,0.2619,0.4825,0.0965,0.1654,1.0753,0.9374,0.0,5.3212,0.2481,27.7089,3.0189999999999997,0.8547,Iceland,23.1,2.5,1.6361413043478301,0.0078804347826087,1.61929347826087,0.00896739130434783,368000.0
0.2582,5.5622,1.4899,0.0,27.651999999999997,0.2384,0.2582,1.4303,0.298,3.2578,0.0,0.0199,0.9734,3.1387,0.5959,1.1124,0.0199,0.0,3.5757,0.1986,44.4378,4.3504,1.1323,India,3.8,14.5,0.7732564102564101,0.0110703521177059,0.7515606742375541,0.0106253839011499,1400100000.0
0.0346,3.372,0.121,0.0,31.9557,0.3977,1.4698,1.4179,0.9165,0.3631,0.0,0.1038,1.8330000000000002,0.1729,0.2594,2.4728,0.1383,0.0,3.4584,0.0865,46.6367,4.0809,0.7090000000000001,Indonesia,6.9,8.300000190734863,0.42209988260794395,0.0115526295452622,0.345619877897541,0.0649273751651401,271739000.0
0.0,5.8494,1.3782,0.0,26.2179,0.4647,0.3686,2.8526,2.3077,1.2179,0.0,0.0962,0.1122,1.0897,0.1282,1.6346,0.0481,0.0,4.5513,1.2821,44.1506,4.4712,1.7788,Iran (Islamic Republic of),25.5,4.900000095367432,1.73424836601307,0.0694141414141414,1.4823220439691,0.18251218062982802,84150000.0
0.0997,4.1476,0.9372,0.0,29.7308,0.7378,0.1196,1.5753,1.4756,0.8774,0.1196,0.0199,0.2991,0.6979,0.0399,0.33899999999999997,0.2592,0.0,4.7059,0.1994,45.8225,7.2383,0.5583,Iraq,27.4,29.0,1.57939836375079,0.0330044052863436,1.5082869729389599,0.0381069855254877,39725000.0
3.2284,14.0167,2.9997,0.0,14.4471,0.4977,0.7398,1.8832,5.0982,4.5601,0.0807,0.1211,0.3901,0.3228,0.0807,1.7487,0.7129,0.0,6.0533,0.3497,35.9833,5.4479,1.2376,Ireland,26.9,2.5,4.0485308814711205,0.0734359384369378,0.466999800119928,3.5080951429142497,5003000.0
0.6267,11.5653,0.5127,0.0,15.297,0.5555,0.6409,2.6919,5.7257,4.0023,0.0997,0.1424,1.581,0.8688,0.0712,1.0255,0.4985,0.0,3.6177,0.6552,38.4133,9.8846,1.524,Israel,26.7,2.5,7.43905164930556,0.0550238715277778,6.60963541666667,0.7743923611111109,9216000.0
1.4624,12.5657,2.1014,0.0,16.2999,0.6389,0.7951,1.9878,5.0121,3.9188,0.1136,0.0994,0.213,0.6957,0.0142,0.9655,0.1562,0.0,4.4299,0.7099,37.4414,9.1722,1.2069,Italy,22.9,2.5,4.353685153244,0.150927093007828,3.4945286586174906,0.708229401618681,60296000.0
1.3423,9.4685,1.5781,0.0,16.1255,0.127,0.8707,2.5757,3.8999,2.8297,0.2902,0.1451,1.0521,0.5079,0.8163,2.739,0.1633,0.0,9.269,0.0363,40.5405,4.5892,1.0339,Jamaica,24.4,8.0,0.599537201851193,0.0127091491634033,0.43520825916696293,0.151619793520826,2809000.0
2.4472,10.1594,0.5562,0.0185,19.6329,1.4461,2.3174,0.8713,3.6522,2.0393,0.0742,0.1298,2.0022,0.2595,0.2039,1.1123,0.4079,0.0927,4.4679,0.24100000000000002,39.8406,6.7482,1.2792,Japan,4.4,2.5,0.32082053236165003,0.00505926155262886,0.284769820667318,0.0309914501417038,125967000.0
0.0553,6.0796,0.5527,0.0,22.0892,0.2395,0.2211,1.308,2.8924,2.1002,0.1105,0.0737,0.9211,1.1238,0.0921,0.8106,0.3316,0.0,6.9823,0.35,43.9204,8.6035,1.1422,Jordan,33.4,12.199999809265137,3.12627586852702,0.0409120704185785,2.9917595280457,0.09360427006274,10679000.0
1.5175,14.1114,1.1264,0.0,14.6746,0.5163,0.1408,1.6269999999999998,5.1001,6.9775,0.1408,0.2503,0.2972,0.0782,0.0313,2.9568,0.485,0.0,4.1302,0.3442,35.8886,7.7441,1.8617,Kazakhstan,21.3,2.5,1.2994020926756398,0.0166506512919069,1.1377642536835402,0.14498718770019198,18732000.0
0.6828,5.9101,0.3532,0.0,26.3951,0.0942,0.1648,1.3892,1.8837,3.2494,0.0,0.1413,0.4003,3.5555,0.0235,3.8615,0.0706,0.0,3.6732,0.1413,44.1017,3.2964,0.6122,Kenya,6.0,29.399999618530273,0.189975340008967,0.00331788970258556,0.15749140636676098,0.0291660439396204,53528000.0
2.0481,9.3351,1.2318,0.4007,20.5847,0.6085,1.6325,1.1279,4.6453,0.653,0.0,0.1633,1.0834,0.1633,0.0594,0.564,0.1187,0.0,5.2983,0.4749,40.6649,6.6934,2.4488,"Korea, South",4.9,2.5,0.156227187578455,0.00284081033583747,0.13685521716459698,0.0165311600780209,51781000.0
0.0,9.1727,0.5806,0.0,20.4209,1.016,0.3048,2.5109,4.1655,2.9753,0.3193,0.1306,0.4644,0.8273,0.3774,1.2337,0.6096,0.0,6.1393,0.4209,40.8418,5.7620000000000005,1.7271,Kuwait,37.0,2.799999952316284,3.6247282029418,0.0205499893412918,3.4340865487102996,0.170091664890215,4691000.0
0.7328,10.992,0.7507,0.0,22.8776,0.28600000000000003,0.0536,0.8937,3.0742,6.5773,0.0894,0.2324,0.0179,0.9294,0.0536,3.092,0.6077,0.0,4.3968,0.3932,39.0349,2.4307,2.4844,Kyrgyzstan,15.4,7.099999904632568,1.28892932969366,0.0215802244464665,1.23660903851987,0.0307400667273279,6594000.0
1.1323,4.7916,0.6072,0.0,29.488000000000003,0.1149,0.7877,4.1516,2.9865,0.1477,0.1313,0.1313,1.1815,0.4102,0.3446,2.4614,0.4102,0.4431,1.5425,0.0164,45.2248,1.4605,2.0348,Lao People's Democratic Republic,4.5,16.5,0.0006213753106876549,0.0,0.000566141949737642,5.523336095001379e-05,7242000.0
3.0614,15.4174,3.8504,0.0,14.7546,0.7417,0.8364,1.1835,4.8919,4.9235,0.1262,0.1578,0.284,0.0158,0.0316,3.5821,0.9626,0.0,4.0713,0.3787,34.5905,4.7972,1.3413,Latvia,25.7,2.5,3.7497371188222903,0.0697686645636172,3.12297581493165,0.5569926393270239,1902000.0
0.3473,5.4012,0.6078,0.0,21.3268,0.1389,0.2779,2.0841,2.1362,2.1709,0.1563,0.0521,0.9899,1.042,0.0868,1.4415,0.3821,0.0,6.6342,1.0247,44.6162,7.5547,1.5283,Lebanon,31.3,11.0,4.65693772893773,0.0521904761904762,2.94706227106227,1.6576849816849801,6825000.0
0.767,3.7037,0.0877,0.0,34.6044,0.0657,0.0877,0.4602,2.3011,0.9424,0.0877,0.2192,0.1753,1.819,0.1753,2.3011,0.0438,0.0,2.7175,0.0,46.3073,2.7613,0.3726,Lesotho,13.5,13.100000381469727,0.437908496732026,0.00854341736694678,0.126330532212885,0.30303454715219397,2142000.0
0.7505,2.7908,0.0938,0.0,25.2814,0.0938,0.258,1.6886,2.0872,0.1407,0.0938,0.1173,0.5394,0.1642,0.0,8.0675,0.0469,0.1642,1.4775,0.1173,47.1857,8.3724,0.469,Liberia,8.6,37.20000076293945,0.0386714116251483,0.00166073546856465,0.034994068801897996,0.00201660735468565,5058000.0
3.3192,15.4409,2.6612,0.0,15.7187,0.8481,0.9651,1.1698,5.7757,5.0592,0.0439,0.1316,0.3071,1.2867,0.1608,1.3306,0.23399999999999999,0.0,6.1705,0.3217,34.5518,3.5093,0.9943,Lithuania,28.4,2.5,6.66707229778096,0.104760200429492,4.939620615604871,1.6226914817466,2794000.0
5.1574,17.4063,2.3988,0.0,11.979000000000001,0.9595,0.8246,2.069,7.961,5.1574,0.2849,0.1049,0.2999,0.1049,0.1649,1.2294,2.009,0.0,4.048,0.075,32.5937,3.8681,1.3043,Luxembourg,24.2,2.5,8.1506329113924,0.0933544303797468,7.66155063291139,0.39572784810126604,632000.0
0.289,3.5208,0.1839,0.0,31.2401,0.0525,0.2627,1.4714,1.8129,1.051,0.0263,0.1314,0.2102,0.762,0.0788,7.9874,0.0788,0.1051,2.207,0.0263,46.4792,1.7341,0.289,Madagascar,4.5,44.400001525878906,0.0688490845401033,0.0010147701419233699,0.0657794951428262,0.0020548192553537198,27691000.0
0.3588,4.0038,0.4344,0.0,23.3428,0.0755,0.3399,3.0784,2.9084,0.1322,0.0189,0.1322,1.3598,2.8706,0.0378,11.4259,0.0189,0.0,1.5297,0.0378,45.9868,1.3219999999999998,0.5855,Malawi,4.7,17.5,0.140486147412441,0.0043753267119707295,0.0593204391008887,0.0767903815995818,19130000.0
0.2063,8.7831,0.4297,0.0,21.5194,1.2204,1.7532,0.9969,4.0908,1.2375,0.2922,0.0344,0.636,0.4469,0.7219,0.6875,0.0172,0.0,7.0299,0.1375,41.2169,7.5284,1.0141,Malaysia,15.3,2.5,0.7282297672432199,0.00261431927030902,0.57036087977792,0.155254568194991,32781000.0
0.3552,12.1226,0.9325,0.0,22.5577,0.9991,4.4183,2.1314,1.8872,3.8854,0.8215,0.0,0.3552,0.1776,0.6883,0.8215,0.6439,0.0444,5.372999999999999,1.421,37.8996,0.9325,1.5319999999999998,Maldives,7.9,10.300000190734863,3.07874306839187,0.0099815157116451,2.690573012939,0.37818853974121996,541000.0
0.6497,5.7446,0.2223,0.0,32.9116,0.0342,0.2394,0.8719,1.7439,3.2997,0.0513,0.171,0.8548,1.59,0.1197,1.4532,0.0171,0.0,1.7781,0.359,44.2811,2.5645,1.0429,Mali,7.1,6.300000190734863,0.0402943064540023,0.00166905338008,0.0298948200088884,0.00873043306503382,20251000.0
1.9506,14.2031,2.0373,0.0,15.8937,0.6791,0.9392,1.5749,5.2883,5.2016,0.0867,0.0578,0.578,0.5202,0.0722,1.127,1.127,0.0,7.5278,0.4479,35.7896,2.8464,2.0517,Malta,31.0,2.5,3.5586206896551698,0.053448275862069,3.04521072796935,0.459961685823755,522000.0
0.0,7.3716,0.4046,0.0,26.6186,0.1583,0.3343,0.6334,2.1992,4.0816,0.1407,0.2111,0.1759,1.6538,0.0,0.3343,0.1056,0.0,6.3512,0.0,42.6284,6.0873,0.5102,Mauritania,11.3,10.399999618530273,0.36111827956989295,0.00913978494623656,0.34376344086021504,0.008215053763440859,4650000.0
0.8473,7.3381,0.4157,0.0,23.1974,0.3517,0.8153,0.9273,3.2294,2.4619999999999997,0.3038,0.0639,0.5755,1.4069,0.2878,0.6235,0.3997,0.0,4.6203,0.0959,42.6539,8.4732,0.9113,Mauritius,11.5,6.5,0.0461660079051383,0.0007905138339920951,0.0426877470355731,0.00268774703557312,1265000.0
1.196,10.2729,0.9046,0.0,21.5118,1.0733,0.4293,1.6713,5.0445,2.5912,0.0,0.2453,0.4446,1.5486,0.23,0.506,0.0767,0.0,6.9917,0.23,39.7117,4.4772,0.8433,Mexico,28.4,3.5999999046325684,1.5071991986978799,0.129731125579066,1.15980499561788,0.217663077500939,127792000.0
1.5398,20.3754,2.0038,0.0,18.7724,0.3375,0.0211,0.3375,10.5674,6.6231,0.1898,0.8015,0.0633,0.0844,0.0,1.2234,0.7804,0.0,2.9319,0.0422,29.6351,2.9319,0.7382,Mongolia,19.6,13.399999618530273,0.0601904195180006,5.9506099375186e-05,0.0431121689973222,0.0170187444213032,3361000.0
1.4078,17.6268,1.3935,0.0,16.1184,0.6608,0.3591,2.3416,6.9674,8.1023,0.3448,0.1437,0.2729,0.6177,0.0431,0.7039,1.2355,0.0,4.7694,0.3591,32.3804,3.0599,1.0918,Montenegro,24.9,2.5,10.4081993569132,0.134405144694534,9.03987138263666,1.23392282958199,622000.0
0.0888,4.8669,0.6361,0.0,29.4675,0.3402,0.6213,2.0562,2.0858,1.0651,0.0148,0.1183,0.1479,0.6509,0.2219,1.4053,0.0888,0.0,5.4142,0.429,45.1331,4.0680000000000005,1.0799,Morocco,25.6,3.4000000953674316,1.32111148197597,0.0233116377392078,1.2625751001335102,0.0352247441032488,35952000.0
0.3688,2.9074,0.1736,0.0,21.956999999999997,0.1519,0.4556,0.8679,1.3886,0.6943,0.0434,0.0651,0.2821,2.6036,0.0,14.1679,0.0434,0.0,2.148,0.1736,47.1035,3.9705,0.4339,Mozambique,6.0,27.899999618530273,0.141538856446127,0.00144708977732144,0.0859590579477636,0.0541327087210422,31166000.0
2.4054,6.5173,0.7607,0.0,18.7294,0.1028,0.4523,1.1308,2.8577,2.1998,0.2056,0.1645,0.2673,1.6036,0.2673,7.2368,0.2056,0.0,5.7155,0.0411,43.4622,5.222,0.4523,Namibia,15.0,27.299999237060547,1.3712711530893302,0.0146005509641873,1.3128295946477802,0.0438410074773711,2541000.0
0.1395,3.767,0.6278,0.0,30.7115,0.1395,0.0872,1.4475,0.872,1.9358,0.0174,0.1046,0.1221,1.9881,0.9069,2.7206,0.0698,0.593,0.9069,0.1744,46.2156,4.918,1.5347,Nepal,3.8,8.699999809265137,0.906140818775837,0.00678423789838645,0.8928257100946791,0.00653087078277104,29996000.0
2.2164,16.5307,2.3549,0.0,11.4822,0.8465,0.7234,2.6936,5.7411,6.7877,0.0,0.0616,0.1847,0.2309,0.1693,2.2626,0.1231,0.0,6.5877,0.6772,33.477,5.5872,1.2621,Netherlands,23.1,2.5,5.81529169290662,0.0828304803343448,0.0760634339039331,5.65639777866835,17467000.0
1.6474,15.1117,4.562,0.0,14.4781,0.6336,0.6653,1.6632,6.8747,2.2968,0.0,0.095,0.8871,0.5227,0.1109,1.5524,0.1267,0.0,8.8706,0.5544,34.8804,3.3581,1.1088,New Zealand,32.0,2.5,0.0465209544816523,0.000501303388810908,0.0446962101463806,0.0013234409464608,4987000.0
0.6658,6.3344,0.5136,0.0,25.0904,0.3614,0.2283,1.2174,2.4729,2.6441,0.2663,0.1141,0.5707,2.3778,0.0,0.856,0.1141,0.0,7.8181,0.0,43.6751,4.1469,0.5326,Nicaragua,21.8,17.0,0.0954972710733778,0.00257731958762887,0.0640539721043056,0.0288659793814433,6596000.0
0.0194,3.4122,0.4847,0.0,31.0585,0.0194,0.0775,0.8337,1.0857,1.6479,0.0194,0.1163,3.2571,6.3009,0.1357,0.6979,0.0194,0.0,0.6786,0.0,46.5878,1.8806,1.6673,Niger,4.7,16.5,0.0190086402910414,0.0006821282401091411,0.0163297366571582,0.00199677539377403,24189000.0
1.2178,1.6237,0.1421,0.0,21.5953,0.1624,0.345,1.4409999999999998,0.6901,0.2233,0.0203,0.0406,1.2381,1.9687,0.4059,12.259,0.0203,0.0,1.6034,0.1827,48.3864,5.3379,1.0959999999999999,Nigeria,7.8,13.399999618530273,0.0675472979528476,0.000798971572717571,0.0546022120888716,0.0121461142912584,206140000.0
0.9837,9.4365,2.1841,0.0,16.6889,0.3501,0.1834,2.1507,2.9843,3.5178,0.1334,0.1834,0.8003,0.7836,0.3334,1.8673,0.7669,0.0,6.3021,0.4335,40.5802,6.6022,2.7342,North Macedonia,23.9,3.200000047683716,4.54802884615385,0.140192307692308,4.02572115384615,0.382115384615385,2080000.0
1.7142,15.5904,2.5713,0.0,14.0092,0.665,1.5516,1.8619999999999999,5.6746,5.0392,1.1822,0.0739,0.8867,0.8275,0.0591,1.4334,0.9901,0.0,4.1673,0.4286,34.4318,5.9997,0.8423,Norway,25.0,2.5,1.2001670688695,0.0108037868943753,0.334100612585855,0.85526266938927,5387000.0
0.0853,10.0478,0.5629,0.0,19.7544,0.5288,0.7847,6.8918,3.3095,4.7083,0.1024,0.1365,0.3241,0.6482,0.5118,0.8188,0.3753,0.0,4.5036,0.1876,39.9522,4.06,1.7059,Oman,22.9,6.800000190734863,2.86528750265224,0.0325058349246764,2.70031826861871,0.13246339910884802,4713000.0
0.0,11.474,2.5140000000000002,0.0,23.3348,0.2793,0.0645,0.6446,1.5471,6.9618,0.0215,0.1289,0.6446,1.3537,0.2793,0.7091,0.1289,0.2793,5.2213,0.1289,38.5045,5.2858,0.4942,Pakistan,7.8,20.299999237060547,0.250961346972029,0.00541640264325156,0.230941432063004,0.0146035122657735,220940000.0
1.8134,10.7042,2.3063,0.0,21.2852,0.3873,0.5986,2.3944,3.9613,3.2569999999999997,0.3697,0.1937,0.6514,0.8803,0.0352,0.6866,0.3521,0.0,6.1972,0.1408,39.2958,4.0317,0.4577,Panama,22.5,10.0,7.6223208031753495,0.127363997198226,6.77385010506654,0.721106700910577,4283000.0
1.8252,9.3813,1.1863,0.0,15.8241,0.7848,0.146,1.1316,4.5811,2.3362,0.0913,0.3285,0.8213,1.4054,0.0183,7.1181,0.4745,0.0,5.0192,0.0,40.6279,6.2968,0.6023,Paraguay,19.0,10.699999809265137,1.8966643694004102,0.0386905582356995,1.56259131633356,0.295382494831151,7255000.0
1.5529,5.7963,0.1806,0.0,21.2893,0.5778,0.8848,3.485,2.0224,1.8599,0.0542,0.2709,0.7584,1.4987,0.0361,6.7895,0.1806,0.0,4.2615,0.0542,44.2037,3.1239,1.1195,Peru,19.1,9.699999809265137,3.57374177431148,0.12775103582744302,3.31051364854984,0.135477089934194,32824000.0
1.0845,7.7225,1.3837,0.0,28.5153,0.2992,0.9723,2.6178,4.4503,0.4301,0.0374,0.187,0.5423,0.2244,0.0748,1.6268,0.2244,0.0,4.0763,0.187,42.2775,2.1503,0.9162,Philippines,6.0,13.300000190734863,0.488698770772305,0.0101386189211633,0.4457570199213371,0.0328031319298054,109581000.0
2.8507,14.6079,4.1413,0.0,16.0545,0.3687,0.5106,1.0637,6.3537,3.2194,0.0,0.0142,0.2127,0.2695,0.0425,2.6521,0.0851,0.0,6.2544,0.1702,35.3992,4.5242,1.2055,Poland,25.6,2.5,4.0281745204337005,0.10163156797331098,3.39233475813178,0.534208194328607,38368000.0
3.065,15.4111,3.6379,0.0,13.9072,0.4726,1.3606,2.3203,5.9439,3.8098,0.043,0.1862,0.1862,0.4583,0.043,1.7617,0.7161,0.0,3.6236,0.401,34.5889,6.6457,1.4179,Portugal,23.2,2.5,7.429605070697219,0.136070209653827,5.84683568990736,1.44669917113603,10255000.0
2.0672,12.299000000000001,1.7958,0.0,21.3823,0.6264,0.4803,1.1485,3.6542,5.5753,0.16699999999999998,0.16699999999999998,0.0835,0.1462,0.0209,1.754,0.3132,0.0,4.6356,0.0418,37.6905,4.7818,1.1693,Republic of Moldova,20.1,5.759999942779541,4.64619519094767,0.0998585572842998,4.33369165487977,0.21264497878359304,3535000.0
2.1141,13.1527,2.1708,0.0,17.849,0.7946,0.1703,1.7877,3.7741,6.101,0.1135,0.1419,0.2128,0.2838,0.3263,2.5965,0.3831,0.0,4.0153,0.2554,36.8473,5.0936,1.8161,Romania,24.5,2.5,3.86332830933943,0.0977547944493529,3.58335845330284,0.18221506158723605,19241000.0
2.0381,12.7641,2.1273,0.0,16.7361,0.9075,0.6992,1.1306,4.8349,4.0167,0.0298,0.1785,0.2827,0.35700000000000004,0.0298,3.0646,0.2083,0.0,6.8432,0.0446,37.2359,5.3109,1.1604,Russian Federation,25.7,2.5,2.6631044141399705,0.0511200616084998,2.31614224475748,0.295842107773984,146733000.0
0.858,2.3707,0.1129,0.0,9.4378,0.0226,0.3161,8.8056,0.9257,0.8806,0.0226,0.0903,0.7902,7.5638,0.0452,16.5049,0.0226,0.0,1.4224,0.0,47.6406,1.6934,0.4741,Rwanda,4.8,36.79999923706055,0.12613495985176,0.0016754169240271802,0.0930126621371217,0.0314468807906115,12952000.0
1.6696,14.2715,1.6498,0.0,13.3969,0.318,0.9541,2.2262,7.5929,3.5778,0.5367,0.1988,1.2324,1.0733,0.1789,1.2522,0.0994,0.0,6.778,0.2186,35.7185,6.5196,0.5367,Saint Kitts and Nevis,23.1,5.099999952316284,0.0740740740740741,0.0,0.0666666666666667,0.007407407407407409,54000.0
2.5564,14.6429,1.0526,0.0,15.3571,0.2444,1.2218,2.0113,8.9286,2.9323,0.4323,0.2632,0.8647,1.109,0.3383,1.2406,0.3571,0.0,7.4436,0.188,35.3571,2.6692,0.7895,Saint Lucia,19.8,5.099999952316284,0.996153846153846,0.009890109890109891,0.480769230769231,0.505494505494506,182000.0
1.8243,10.2196,0.2703,0.0,17.0777,0.2872,0.5574,3.5473,6.5878,2.3986,0.5068,0.1182,0.2534,1.3345,0.5912,2.3480000000000003,0.5405,0.0,7.027,0.1351,39.7804,3.6655,0.9291,Saint Vincent and the Grenadines,23.8,5.699999809265137,1.08288288288288,0.0027027027027027,0.36126126126126096,0.7189189189189191,111000.0
0.521,13.4454,2.0,0.0336,9.6134,0.1513,1.7479,3.8992,7.9832,1.4286,0.2857,0.1176,9.0924,0.0,0.1345,4.7395,0.2857,0.0,4.1849,0.0336,36.5378,3.4454,0.3193,Samoa,45.5,2.700000047683716,0.001,0.0,0.001,0.0,200000.0
0.7034,3.6409,0.1862,0.0,18.5974,0.0414,1.1585,8.854,1.6343,0.6206,0.1448,0.0207,6.6198,0.7447,0.0621,2.379,0.0207,0.0,3.2685,0.0,46.3591,4.6752,0.2689,Sao Tome and Principe,10.6,7.0,0.643333333333333,0.00857142857142857,0.504761904761905,0.13,210000.0
0.0,7.59,0.7825,0.0,23.4585,0.4069,0.3286,3.2707,3.3489999999999998,2.6448,0.2973,0.0782,0.2347,0.7825,0.4069,0.5321,0.5008,0.0,4.6479,0.266,42.41,7.2457,0.7668,Saudi Arabia,35.0,7.099999904632568,1.05579464056391,0.0182557575411661,1.03089809080791,0.00664079221483405,35041000.0
0.0766,2.7565,0.1914,0.0,30.5896,0.1149,0.5934,0.4594,1.2634,0.4786,0.0191,0.0957,1.2825,0.7466,0.1149,1.1485,0.0957,0.0,3.2351,0.1149,47.2435,8.2312,1.1485,Senegal,7.4,11.300000190734863,0.17014452938366,0.0040312947921643605,0.139106545628285,0.0270066889632107,16744000.0
2.5678,13.1419,1.1056,0.0,20.0428,0.6419,0.2318,2.1041,6.2946,4.6541,0.0178,0.214,0.3923,0.4458,0.0535,1.2482,0.5884,0.0,5.2247,0.2853,36.8581,2.6748,1.2126,Serbia,23.5,5.699999809265137,5.84090843754492,0.0591059364668679,0.0,5.78180250107805,6957000.0
0.1021,2.6128,0.0408,0.0,27.5362,0.1021,0.8777,0.8573,0.6736,0.8777,0.0816,0.0612,1.2656,1.7759,0.1225,7.0831,0.0408,0.0,1.0206,0.2041,47.376999999999995,6.5932,0.6940000000000001,Sierra Leone,7.5,25.600000381469727,0.0472859470979065,0.000990347248338975,0.0307383728218629,0.0155572270277047,7977000.0
2.835,16.5403,7.8007,0.0,10.6717,0.9029,0.325,1.2459,4.3698,2.9614,0.0722,0.1806,0.5237,0.2347,0.0903,1.6974,0.5959,0.0,4.1712,0.2709,33.4597,10.2022,0.8487,Slovakia,22.4,3.4000000953674316,4.7926400585866,0.09401318198462101,4.361424386671549,0.33720248993042795,5462000.0
2.2372,13.6108,3.5357,0.0,18.0069,0.6101,0.3442,2.6596,4.5995,4.3492,0.2034,0.1564,0.3755,0.2972,0.1408,1.5019,1.1264,0.0,3.4731,0.6414,36.3892,4.6308,1.1108,Slovenia,22.5,2.5,8.2359010936757,0.171754636233952,7.312933903946741,0.751212553495007,2103000.0
0.2697,4.1693,0.6638,0.0,16.7393,0.083,1.3483,1.1201,1.6179,0.3941,0.1867,0.0415,4.2315,1.8876,0.083,16.8845,0.2282,0.0,1.7424,0.0622,45.8411,2.1987,0.2074,Solomon Islands,20.5,8.899999618530273,0.0023776223776223802,0.0,0.0013986013986014,0.0009790209790209788,715000.0
2.2875,7.614,0.2171,0.0,25.9977,0.4341,0.1837,0.5176,5.1428,1.3692,0.0,0.2839,0.4508,0.2672,0.0835,1.0519,0.1169,0.0,5.6938,0.0334,42.3777,5.2763,0.6011,South Africa,27.0,6.199999809265137,2.4714899040719103,0.0774468370564164,2.24809988595962,0.14594318105588,59628000.0
2.4163,13.1824,1.0093,0.0,11.9896,0.8105,1.2999,1.8351,5.9642,3.9456,0.0,0.1376,0.5353,0.7035,0.0153,1.5905,0.3517,0.0,4.8173,0.7035,36.8252,10.3839,1.4834,Spain,27.1,2.5,6.176110003148941,0.12886742941114698,0.31568384591162,5.7315587278261795,47635000.0
0.2105,3.7696,0.0574,0.0,26.9805,0.3253,1.1864,1.5499,0.6123,1.5308,0.0191,0.0574,5.7788,1.7604,0.8611,1.3203,0.0957,0.0,5.377000000000001,0.1722,46.2304,1.129,0.9759,Sri Lanka,5.4,9.0,0.312604275880932,0.00160003646806765,0.28533527829694105,0.0256689611159229,21937000.0
0.0,7.9737,0.4316,0.0,22.8319,0.1028,0.0411,2.3839,2.4866,4.7267,0.0206,0.185,1.2125,2.0756,0.0822,0.8837,0.0617,0.1233,6.3296,0.0,42.0263,4.7061,1.3152,Sudan,7.4,20.100000381469727,0.0675819288923351,0.00417569385846884,0.0497023877397432,0.013703847294123,43849000.0
1.4479,6.2001,0.2042,0.0,20.8094,0.4084,0.594,2.5617,3.8426,1.1138,0.4084,0.0371,1.0581,0.3527,0.0371,1.188,0.3156,0.0557,7.5924,0.0557,43.7906,6.8127,1.1138,Suriname,26.5,8.5,1.4297520661157,0.0264462809917355,1.3180165289256203,0.0852892561983471,605000.0
2.2981,16.4907,3.7422,0.0,13.7733,0.823,0.9161,1.5839,5.2484,5.7609,0.1863,0.0155,0.4658,0.2484,0.1242,1.5373,0.3261,0.0,5.263999999999999,0.4503,33.4938,6.1801,1.0714,Sweden,22.1,2.5,5.666975040955959,0.11674857858725998,0.0,5.5502264623687,10377000.0
2.3293,15.5435,2.4172,0.0,11.7492,0.586,0.4395,1.9338,6.1822,5.7867,0.0,0.1172,0.2783,0.249,0.0879,1.0841,0.2051,0.0,7.8963,0.9522,34.4711,6.695,0.9962,Switzerland,21.2,2.5,6.16021542738013,0.11125781792911699,3.67848042622191,2.37047718322909,8634000.0
1.2767,10.9525,1.0415,0.0,15.4208,0.9071,0.7559,2.083,6.9881,1.1423,0.084,0.1008,1.915,0.42,0.2016,0.4536,0.2688,0.0504,4.8715,0.7055,39.0391,9.4742,1.8478,Taiwan*,10.8,3.5,0.0039135959339263,3.81194409148666e-05,0.0035705209656925,0.000304955527318933,23610000.0
0.1427,5.1831,0.0,0.0,27.4132,0.214,0.0238,1.5216,2.3776,2.3776,0.0951,0.1664,0.4042,0.5944,0.0476,1.379,0.3566,0.0,3.8992,0.1189,44.8407,5.4922,3.3524,Tajikistan,12.6,4.599999904632568,0.141139039134585,0.000954502068087814,0.14018453706649697,0.0,9429000.0
2.1401,6.4025,0.336,0.0,23.1871,0.902,1.1496,1.8394,3.0775,0.8490000000000001,0.0177,0.0707,1.3265,0.4245,1.0612,1.0612,0.0707,0.0,7.729,0.1061,43.5975,4.0679,0.5837,Thailand,10.8,7.800000190734863,0.0351264015390627,0.000118736285207563,0.0254636727086903,0.00954399254516488,66534000.0
0.1169,5.0491,0.3974,0.0,32.7256,0.0701,0.374,0.6078,3.9972,0.1169,0.187,0.0701,0.9818,1.5428,0.0701,2.4778,0.3039,0.0,2.5245,0.0,44.9743,2.9687,0.4441,Timor-Leste,2.9,24.899999618530273,0.006069802731411229,0.0,0.00462822458270106,0.0014415781487101698,1318000.0
